model,condition,pair_id,D__sr=alt_reactive|do=reactive_first|bo=alt_first,D__sr=alt_reactive|do=reactive_first|bo=dep_first,D__sr=alt_reactive|do=stable_first|bo=alt_first,D__sr=alt_reactive|do=stable_first|bo=dep_first,D__sr=dep_reactive|do=reactive_first|bo=alt_first,D__sr=dep_reactive|do=reactive_first|bo=dep_first,D__sr=dep_reactive|do=stable_first|bo=alt_first,D__sr=dep_reactive|do=stable_first|bo=dep_first,LD_reactive__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_reactive__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_reactive__sr=alt_reactive|do=stable_first|bo=alt_first,LD_reactive__sr=alt_reactive|do=stable_first|bo=dep_first,LD_reactive__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_reactive__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_reactive__sr=dep_reactive|do=stable_first|bo=alt_first,LD_reactive__sr=dep_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=dep_first,logit_alt__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_alt__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_alt__sr=alt_reactive|do=stable_first|bo=alt_first,logit_alt__sr=alt_reactive|do=stable_first|bo=dep_first,logit_alt__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_alt__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_alt__sr=dep_reactive|do=stable_first|bo=alt_first,logit_alt__sr=dep_reactive|do=stable_first|bo=dep_first,logit_close__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_close__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_close__sr=alt_reactive|do=stable_first|bo=alt_first,logit_close__sr=alt_reactive|do=stable_first|bo=dep_first,logit_close__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_close__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_close__sr=dep_reactive|do=stable_first|bo=alt_first,logit_close__sr=dep_reactive|do=stable_first|bo=dep_first,logit_const_form__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_const_form__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_const_form__sr=alt_reactive|do=stable_first|bo=alt_first,logit_const_form__sr=alt_reactive|do=stable_first|bo=dep_first,logit_const_form__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_const_form__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_const_form__sr=dep_reactive|do=stable_first|bo=alt_first,logit_const_form__sr=dep_reactive|do=stable_first|bo=dep_first,logit_dep__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_dep__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_dep__sr=alt_reactive|do=stable_first|bo=alt_first,logit_dep__sr=alt_reactive|do=stable_first|bo=dep_first,logit_dep__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_dep__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_dep__sr=dep_reactive|do=stable_first|bo=alt_first,logit_dep__sr=dep_reactive|do=stable_first|bo=dep_first,logit_useState_form__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_useState_form__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_useState_form__sr=alt_reactive|do=stable_first|bo=alt_first,logit_useState_form__sr=alt_reactive|do=stable_first|bo=dep_first,logit_useState_form__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_useState_form__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_useState_form__sr=dep_reactive|do=stable_first|bo=alt_first,logit_useState_form__sr=dep_reactive|do=stable_first|bo=dep_first,mean_LD_stateform_pair,n_cells
gemma3-1b-pt,subscribe,pair_18,-2.0,0.125,-1.375,0.25,-1.25,0.875,-1.25,0.25,2.0,-0.125,1.375,-0.25,-1.25,0.875,-1.25,0.25,2.0,-0.125,1.375,-0.25,-1.25,0.875,-1.25,0.25,20.125,19.625,20.25,19.75,20.25,19.25,20.25,19.625,7.21875,7.34375,7.25,7.28125,6.96875,7.0,6.875,6.78125,18.125,19.75,18.875,20.0,20.25,19.25,20.25,19.625,18.125,19.75,18.875,20.0,19.0,20.125,19.0,19.875,20.125,19.625,20.25,19.75,19.0,20.125,19.0,19.875,0.203125,8
gemma3-1b-pt,subscribe,pair_19,-2.0,-0.75,-1.625,-0.75,-0.375,0.125,-0.375,0.25,2.0,0.75,1.625,0.75,-0.375,0.125,-0.375,0.25,2.0,0.75,1.625,0.75,-0.375,0.125,-0.375,0.25,19.0,18.875,19.0,18.875,19.0,18.875,18.75,18.75,8.0625,8.3125,8.4375,8.375,7.9375,8.125,7.6875,7.875,17.0,18.125,17.375,18.125,19.0,18.875,18.75,18.75,17.0,18.125,17.375,18.125,18.625,19.0,18.375,19.0,19.0,18.875,19.0,18.875,18.625,19.0,18.375,19.0,0.59375,8
gemma3-1b-pt,subscribe,pair_20,-1.625,0.875,-0.5,1.375,0.75,2.25,1.125,1.875,1.625,-0.875,0.5,-1.375,0.75,2.25,1.125,1.875,1.625,-0.875,0.5,-1.375,0.75,2.25,1.125,1.875,19.875,19.0,19.875,19.0,18.75,17.875,18.375,18.25,7.09375,7.3125,7.3125,7.375,7.09375,6.9375,6.875,6.875,18.25,19.875,19.375,20.375,18.75,17.875,18.375,18.25,18.25,19.875,19.375,20.375,19.5,20.125,19.5,20.125,19.875,19.0,19.875,19.0,19.5,20.125,19.5,20.125,0.734375,8
gemma3-1b-pt,subscribe,pair_21,-2.375,-0.25,-0.75,0.75,1.25,2.375,1.0,1.5,2.375,0.25,0.75,-0.75,1.25,2.375,1.0,1.5,2.375,0.25,0.75,-0.75,1.25,2.375,1.0,1.5,20.25,19.5,19.875,19.375,18.75,17.875,19.0,18.75,7.0,7.0,6.8125,7.0625,6.625,6.78125,6.71875,6.78125,17.875,19.25,19.125,20.125,18.75,17.875,19.0,18.75,17.875,19.25,19.125,20.125,20.0,20.25,20.0,20.25,20.25,19.5,19.875,19.375,20.0,20.25,20.0,20.25,1.09375,8
gemma3-1b-pt,subscribe,pair_22,-1.5,0.0,-1.25,0.125,-0.5,1.75,-0.5,1.875,1.5,-0.0,1.25,-0.125,-0.5,1.75,-0.5,1.875,1.5,-0.0,1.25,-0.125,-0.5,1.75,-0.5,1.875,19.875,19.375,20.0,19.375,19.5,18.125,19.75,18.25,7.03125,7.09375,6.875,7.03125,6.875,6.78125,6.4375,6.5625,18.375,19.375,18.75,19.5,19.5,18.125,19.75,18.25,18.375,19.375,18.75,19.5,19.0,19.875,19.25,20.125,19.875,19.375,20.0,19.375,19.0,19.875,19.25,20.125,0.65625,8
gemma3-1b-pt,subscribe,pair_23,-2.0,-0.25,-1.625,-0.125,0.375,1.375,0.0,1.125,2.0,0.25,1.625,0.125,0.375,1.375,0.0,1.125,2.0,0.25,1.625,0.125,0.375,1.375,0.0,1.125,21.25,20.625,20.875,20.375,19.875,19.375,20.125,19.625,6.875,6.6875,6.78125,6.65625,6.125,6.03125,5.9375,6.03125,19.25,20.375,19.25,20.25,19.875,19.375,20.125,19.625,19.25,20.375,19.25,20.25,20.25,20.75,20.125,20.75,21.25,20.625,20.875,20.375,20.25,20.75,20.125,20.75,0.859375,8
gemma3-1b-pt,subscribe,pair_24,-1.875,-0.5,-1.25,0.0,0.875,1.75,1.0,1.5,1.875,0.5,1.25,-0.0,0.875,1.75,1.0,1.5,1.875,0.5,1.25,-0.0,0.875,1.75,1.0,1.5,19.5,19.0,19.625,19.25,18.375,18.125,18.25,18.25,6.53125,6.46875,6.625,6.53125,6.625,6.53125,6.34375,6.21875,17.625,18.5,18.375,19.25,18.375,18.125,18.25,18.25,17.625,18.5,18.375,19.25,19.25,19.875,19.25,19.75,19.5,19.0,19.625,19.25,19.25,19.875,19.25,19.75,1.09375,8
gemma3-1b-pt,subscribe,pair_25,-2.125,-1.125,-1.125,0.0,0.875,1.875,0.625,1.5,2.125,1.125,1.125,-0.0,0.875,1.875,0.625,1.5,2.125,1.125,1.125,-0.0,0.875,1.875,0.625,1.5,19.125,19.25,19.125,18.875,18.875,18.625,18.875,18.625,8.5,8.625,8.5625,8.625,8.5,8.6875,8.3125,8.5,17.0,18.125,18.0,18.875,18.875,18.625,18.875,18.625,17.0,18.125,18.0,18.875,19.75,20.5,19.5,20.125,19.125,19.25,19.125,18.875,19.75,20.5,19.5,20.125,1.15625,8
gemma3-1b-pt,subscribe,pair_26,-1.375,0.25,-0.25,1.0,0.875,2.25,1.125,1.5,1.375,-0.25,0.25,-1.0,0.875,2.25,1.125,1.5,1.375,-0.25,0.25,-1.0,0.875,2.25,1.125,1.5,20.25,19.625,20.0,19.5,19.25,18.5,19.125,19.0,7.5625,7.875,7.65625,7.96875,7.4375,7.40625,7.4375,7.40625,18.875,19.875,19.75,20.5,19.25,18.5,19.125,19.0,18.875,19.875,19.75,20.5,20.125,20.75,20.25,20.5,20.25,19.625,20.0,19.5,20.125,20.75,20.25,20.5,0.765625,8
gemma3-1b-pt,subscribe,pair_27,-1.5,0.375,-0.875,0.375,0.375,2.25,0.0,1.5,1.5,-0.375,0.875,-0.375,0.375,2.25,0.0,1.5,1.5,-0.375,0.875,-0.375,0.375,2.25,0.0,1.5,20.125,19.25,19.875,19.25,19.25,18.125,19.375,18.5,7.375,7.3125,7.0625,6.96875,7.28125,7.09375,7.40625,7.28125,18.625,19.625,19.0,19.625,19.25,18.125,19.375,18.5,18.625,19.625,19.0,19.625,19.625,20.375,19.375,20.0,20.125,19.25,19.875,19.25,19.625,20.375,19.375,20.0,0.71875,8
gemma3-1b-pt,subscribe,pair_28,-1.625,0.75,-0.625,1.0,-0.5,2.125,-0.5,1.0,1.625,-0.75,0.625,-1.0,-0.5,2.125,-0.5,1.0,1.625,-0.75,0.625,-1.0,-0.5,2.125,-0.5,1.0,19.75,18.875,19.75,19.0,19.5,18.0,19.75,18.875,7.0625,7.125,7.09375,7.03125,6.40625,6.3125,6.34375,6.21875,18.125,19.625,19.125,20.0,19.5,18.0,19.75,18.875,18.125,19.625,19.125,20.0,19.0,20.125,19.25,19.875,19.75,18.875,19.75,19.0,19.0,20.125,19.25,19.875,0.328125,8
gemma3-1b-pt,subscribe,pair_29,-1.375,0.625,-1.25,0.625,0.125,2.0,0.625,2.625,1.375,-0.625,1.25,-0.625,0.125,2.0,0.625,2.625,1.375,-0.625,1.25,-0.625,0.125,2.0,0.625,2.625,19.625,18.75,19.875,19.0,19.0,17.625,18.75,17.5,7.15625,7.25,7.125,7.3125,7.03125,7.21875,6.71875,7.0625,18.25,19.375,18.625,19.625,19.0,17.625,18.75,17.5,18.25,19.375,18.625,19.625,19.125,19.625,19.375,20.125,19.625,18.75,19.875,19.0,19.125,19.625,19.375,20.125,0.84375,8
gemma3-1b-pt,subscribe,pair_30,0.0,1.375,-0.125,1.5,-0.375,1.25,-0.875,1.125,-0.0,-1.375,0.125,-1.5,-0.375,1.25,-0.875,1.125,-0.0,-1.375,0.125,-1.5,-0.375,1.25,-0.875,1.125,19.625,19.125,19.875,19.25,19.75,19.0,19.875,19.125,6.78125,6.875,6.78125,7.0,6.9375,6.90625,6.6875,6.90625,19.625,20.5,19.75,20.75,19.75,19.0,19.875,19.125,19.625,20.5,19.75,20.75,19.375,20.25,19.0,20.25,19.625,19.125,19.875,19.25,19.375,20.25,19.0,20.25,-0.203125,8
gemma3-1b-pt,subscribe,pair_31,-1.875,0.0,-1.375,0.625,0.75,2.125,0.0,1.125,1.875,-0.0,1.375,-0.625,0.75,2.125,0.0,1.125,1.875,-0.0,1.375,-0.625,0.75,2.125,0.0,1.125,20.125,19.5,20.125,19.25,18.75,18.0,19.375,18.875,6.875,6.875,6.90625,6.90625,6.09375,6.3125,5.96875,6.0625,18.25,19.5,18.75,19.875,18.75,18.0,19.375,18.875,18.25,19.5,18.75,19.875,19.5,20.125,19.375,20.0,20.125,19.5,20.125,19.25,19.5,20.125,19.375,20.0,0.828125,8
gemma3-1b-pt,subscribe,pair_32,-2.5,-0.25,-0.75,0.375,0.875,1.875,0.375,2.125,2.5,0.25,0.75,-0.375,0.875,1.875,0.375,2.125,2.5,0.25,0.75,-0.375,0.875,1.875,0.375,2.125,20.75,20.0,20.625,20.125,19.875,19.25,20.375,19.25,7.59375,7.53125,7.46875,7.375,7.46875,7.25,7.375,7.15625,18.25,19.75,19.875,20.5,19.875,19.25,20.375,19.25,18.25,19.75,19.875,20.5,20.75,21.125,20.75,21.375,20.75,20.0,20.625,20.125,20.75,21.125,20.75,21.375,1.046875,8
gemma3-1b-pt,subscribe,pair_33,-2.0,-0.875,-0.875,0.125,0.0,1.625,-0.125,0.875,2.0,0.875,0.875,-0.125,0.0,1.625,-0.125,0.875,2.0,0.875,0.875,-0.125,0.0,1.625,-0.125,0.875,20.375,20.0,20.0,19.625,19.25,18.375,19.375,18.875,7.71875,7.75,7.75,7.9375,7.625,7.59375,7.34375,7.46875,18.375,19.125,19.125,19.75,19.25,18.375,19.375,18.875,18.375,19.125,19.125,19.75,19.25,20.0,19.25,19.75,20.375,20.0,20.0,19.625,19.25,20.0,19.25,19.75,0.75,8
gemma3-1b-pt,subscribe,pair_34,-0.625,0.5,-0.375,1.0,1.25,1.625,1.0,2.0,0.625,-0.5,0.375,-1.0,1.25,1.625,1.0,2.0,0.625,-0.5,0.375,-1.0,1.25,1.625,1.0,2.0,18.75,18.5,18.625,18.125,18.625,18.375,18.375,18.125,7.90625,8.0625,7.75,8.0,7.8125,7.96875,7.5,7.8125,18.125,19.0,18.25,19.125,18.625,18.375,18.375,18.125,18.125,19.0,18.25,19.125,19.875,20.0,19.375,20.125,18.75,18.5,18.625,18.125,19.875,20.0,19.375,20.125,0.671875,8
gemma3-1b-pt,subscribe,pair_35,-1.375,0.125,-1.25,-0.5,0.5,1.0,0.125,0.875,1.375,-0.125,1.25,0.5,0.5,1.0,0.125,0.875,1.375,-0.125,1.25,0.5,0.5,1.0,0.125,0.875,19.75,18.875,19.625,19.25,19.25,18.875,19.375,19.0,6.90625,6.96875,6.9375,6.84375,7.0,6.96875,7.0,7.0625,18.375,19.0,18.375,18.75,19.25,18.875,19.375,19.0,18.375,19.0,18.375,18.75,19.75,19.875,19.5,19.875,19.75,18.875,19.625,19.25,19.75,19.875,19.5,19.875,0.6875,8
gemma3-1b-pt,subscribe,pair_36,-2.875,-0.875,-1.75,-0.25,0.25,2.25,0.5,1.375,2.875,0.875,1.75,0.25,0.25,2.25,0.5,1.375,2.875,0.875,1.75,0.25,0.25,2.25,0.5,1.375,20.625,20.25,20.875,20.375,19.75,18.0,19.625,18.875,7.5625,7.90625,7.75,8.1875,7.71875,7.96875,7.78125,8.0,17.75,19.375,19.125,20.125,19.75,18.0,19.625,18.875,17.75,19.375,19.125,20.125,20.0,20.25,20.125,20.25,20.625,20.25,20.875,20.375,20.0,20.25,20.125,20.25,1.265625,8
gemma3-1b-pt,subscribe,pair_37,-2.125,0.375,-0.625,0.875,0.75,1.625,0.25,0.875,2.125,-0.375,0.625,-0.875,0.75,1.625,0.25,0.875,2.125,-0.375,0.625,-0.875,0.75,1.625,0.25,0.875,20.125,19.5,19.875,19.25,19.0,18.625,19.25,19.0,7.25,7.125,7.25,7.15625,6.6875,6.6875,6.5,6.59375,18.0,19.875,19.25,20.125,19.0,18.625,19.25,19.0,18.0,19.875,19.25,20.125,19.75,20.25,19.5,19.875,20.125,19.5,19.875,19.25,19.75,20.25,19.5,19.875,0.625,8
gemma3-1b-pt,subscribe,pair_38,-0.375,0.25,-0.25,0.75,0.875,2.25,0.375,1.125,0.375,-0.25,0.25,-0.75,0.875,2.25,0.375,1.125,0.375,-0.25,0.25,-0.75,0.875,2.25,0.375,1.125,20.125,20.0,20.375,20.0,19.625,18.875,20.125,19.875,7.40625,7.40625,7.34375,7.65625,7.5,7.75,7.34375,7.34375,19.75,20.25,20.125,20.75,19.625,18.875,20.125,19.875,19.75,20.25,20.125,20.75,20.5,21.125,20.5,21.0,20.125,20.0,20.375,20.0,20.5,21.125,20.5,21.0,0.53125,8
gemma3-1b-pt,subscribe,pair_39,-2.25,-1.125,-1.75,-1.375,0.25,1.125,0.375,1.0,2.25,1.125,1.75,1.375,0.25,1.125,0.375,1.0,2.25,1.125,1.75,1.375,0.25,1.125,0.375,1.0,20.375,20.125,20.5,20.5,19.5,19.125,19.125,18.875,6.75,6.65625,6.59375,6.4375,6.8125,6.53125,6.59375,6.34375,18.125,19.0,18.75,19.125,19.5,19.125,19.125,18.875,18.125,19.0,18.75,19.125,19.75,20.25,19.5,19.875,20.375,20.125,20.5,20.5,19.75,20.25,19.5,19.875,1.15625,8
gemma3-1b-pt,subscribe,pair_40,-1.5,0.5,-0.125,1.25,1.0,2.25,1.0,1.25,1.5,-0.5,0.125,-1.25,1.0,2.25,1.0,1.25,1.5,-0.5,0.125,-1.25,1.0,2.25,1.0,1.25,20.25,19.5,20.0,19.125,19.125,18.375,19.25,19.125,7.0,7.375,7.3125,7.46875,7.0625,7.15625,6.78125,6.84375,18.75,20.0,19.875,20.375,19.125,18.375,19.25,19.125,18.75,20.0,19.875,20.375,20.125,20.625,20.25,20.375,20.25,19.5,20.0,19.125,20.125,20.625,20.25,20.375,0.671875,8
gemma3-1b-pt,subscribe,pair_41,-1.625,0.75,-0.25,1.5,-0.5,1.0,-0.125,1.0,1.625,-0.75,0.25,-1.5,-0.5,1.0,-0.125,1.0,1.625,-0.75,0.25,-1.5,-0.5,1.0,-0.125,1.0,18.625,17.75,18.375,17.75,18.75,18.25,18.375,18.0,8.0,8.0625,7.875,7.875,7.375,7.28125,7.25,7.1875,17.0,18.5,18.125,19.25,18.75,18.25,18.375,18.0,17.0,18.5,18.125,19.25,18.25,19.25,18.25,19.0,18.625,17.75,18.375,17.75,18.25,19.25,18.25,19.0,0.125,8
gemma3-1b-pt,subscribe,pair_42,-0.875,0.75,-0.25,0.875,0.875,1.625,0.5,1.25,0.875,-0.75,0.25,-0.875,0.875,1.625,0.5,1.25,0.875,-0.75,0.25,-0.875,0.875,1.625,0.5,1.25,19.875,19.0,19.5,18.875,18.875,18.375,19.125,18.75,6.8125,6.75,6.78125,6.71875,6.21875,6.15625,6.125,6.125,19.0,19.75,19.25,19.75,18.875,18.375,19.125,18.75,19.0,19.75,19.25,19.75,19.75,20.0,19.625,20.0,19.875,19.0,19.5,18.875,19.75,20.0,19.625,20.0,0.46875,8
gemma3-1b-pt,subscribe,pair_43,-2.25,-1.375,-1.5,-0.625,0.5,3.0,-0.5,1.125,2.25,1.375,1.5,0.625,0.5,3.0,-0.5,1.125,2.25,1.375,1.5,0.625,0.5,3.0,-0.5,1.125,20.5,20.25,20.625,20.125,18.875,17.375,19.5,18.625,7.5625,7.4375,7.375,7.46875,7.75,7.78125,7.625,7.5625,18.25,18.875,19.125,19.5,18.875,17.375,19.5,18.625,18.25,18.875,19.125,19.5,19.375,20.375,19.0,19.75,20.5,20.25,20.625,20.125,19.375,20.375,19.0,19.75,1.234375,8
gemma3-1b-pt,subscribe,pair_44,-1.375,1.125,-1.25,0.625,-0.875,1.25,-0.625,1.5,1.375,-1.125,1.25,-0.625,-0.875,1.25,-0.625,1.5,1.375,-1.125,1.25,-0.625,-0.875,1.25,-0.625,1.5,19.75,18.875,19.75,19.125,19.625,18.75,19.625,18.375,6.84375,7.40625,6.90625,7.3125,6.9375,7.25,6.96875,7.3125,18.375,20.0,18.5,19.75,19.625,18.75,19.625,18.375,18.375,20.0,18.5,19.75,18.75,20.0,19.0,19.875,19.75,18.875,19.75,19.125,18.75,20.0,19.0,19.875,0.265625,8
gemma3-1b-pt,subscribe,pair_45,-1.75,0.875,-1.0,1.125,0.625,3.625,0.875,3.625,1.75,-0.875,1.0,-1.125,0.625,3.625,0.875,3.625,1.75,-0.875,1.0,-1.125,0.625,3.625,0.875,3.625,19.5,18.5,19.5,18.375,18.5,16.375,18.5,16.75,6.625,6.59375,6.46875,6.46875,6.46875,6.53125,6.1875,6.28125,17.75,19.375,18.5,19.5,18.5,16.375,18.5,16.75,17.75,19.375,18.5,19.5,19.125,20.0,19.375,20.375,19.5,18.5,19.5,18.375,19.125,20.0,19.375,20.375,1.1875,8
gemma3-1b-pt,useEffect,pair_01,-1.5,0.75,-0.875,0.875,0.25,2.5,-0.375,1.625,1.5,-0.75,0.875,-0.875,0.25,2.5,-0.375,1.625,1.5,-0.75,0.875,-0.875,0.25,2.5,-0.375,1.625,21.25,20.625,21.75,20.75,20.875,19.5,21.125,20.375,8.0,8.25,8.3125,8.625,8.0,8.25,7.9375,8.125,19.75,21.375,20.875,21.625,20.875,19.5,21.125,20.375,19.75,21.375,20.875,21.625,21.125,22.0,20.75,22.0,21.25,20.625,21.75,20.75,21.125,22.0,20.75,22.0,0.59375,8
gemma3-1b-pt,useEffect,pair_02,-1.625,1.75,-1.0,1.75,-0.625,2.5,-1.125,2.0,1.625,-1.75,1.0,-1.75,-0.625,2.5,-1.125,2.0,1.625,-1.75,1.0,-1.75,-0.625,2.5,-1.125,2.0,20.0,19.0,20.125,19.25,19.5,18.125,19.5,18.5,6.65625,6.9375,6.84375,7.09375,6.6875,6.78125,6.625,6.875,18.375,20.75,19.125,21.0,19.5,18.125,19.5,18.5,18.375,20.75,19.125,21.0,18.875,20.625,18.375,20.5,20.0,19.0,20.125,19.25,18.875,20.625,18.375,20.5,0.234375,8
gemma3-1b-pt,useEffect,pair_03,0.125,2.875,0.625,2.75,0.625,2.625,0.75,2.5,-0.125,-2.875,-0.625,-2.75,0.625,2.625,0.75,2.5,-0.125,-2.875,-0.625,-2.75,0.625,2.625,0.75,2.5,20.625,18.875,20.375,19.0,20.375,19.125,20.25,19.5,6.90625,7.03125,6.6875,6.90625,6.3125,6.46875,6.375,6.6875,20.75,21.75,21.0,21.75,20.375,19.125,20.25,19.5,20.75,21.75,21.0,21.75,21.0,21.75,21.0,22.0,20.625,18.875,20.375,19.0,21.0,21.75,21.0,22.0,0.015625,8
gemma3-1b-pt,useEffect,pair_04,-1.0,1.375,-0.25,1.75,-0.375,1.625,-0.5,1.875,1.0,-1.375,0.25,-1.75,-0.375,1.625,-0.5,1.875,1.0,-1.375,0.25,-1.75,-0.375,1.625,-0.5,1.875,19.75,19.125,19.625,18.875,20.0,19.25,19.625,18.875,8.875,9.0625,8.8125,9.3125,8.375,8.6875,8.0625,8.5,18.75,20.5,19.375,20.625,20.0,19.25,19.625,18.875,18.75,20.5,19.375,20.625,19.625,20.875,19.125,20.75,19.75,19.125,19.625,18.875,19.625,20.875,19.125,20.75,0.09375,8
gemma3-1b-pt,useEffect,pair_05,-1.0,1.375,-0.625,1.5,-0.25,2.625,0.0,2.625,1.0,-1.375,0.625,-1.5,-0.25,2.625,0.0,2.625,1.0,-1.375,0.625,-1.5,-0.25,2.625,0.0,2.625,20.5,19.125,20.625,19.25,20.5,18.375,20.25,18.5,6.5625,6.53125,6.46875,6.71875,6.125,6.1875,6.3125,6.46875,19.5,20.5,20.0,20.75,20.5,18.375,20.25,18.5,19.5,20.5,20.0,20.75,20.25,21.0,20.25,21.125,20.5,19.125,20.625,19.25,20.25,21.0,20.25,21.125,0.46875,8
gemma3-1b-pt,useEffect,pair_06,-2.5,-0.625,-2.0,-0.375,-0.75,0.875,-1.5,0.375,2.5,0.625,2.0,0.375,-0.75,0.875,-1.5,0.375,2.5,0.625,2.0,0.375,-0.75,0.875,-1.5,0.375,20.875,20.25,21.125,20.25,20.5,19.5,20.625,19.75,8.0625,8.125,8.1875,8.4375,8.0,8.0625,8.0,8.125,18.375,19.625,19.125,19.875,20.5,19.5,20.625,19.75,18.375,19.625,19.125,19.875,19.75,20.375,19.125,20.125,20.875,20.25,21.125,20.25,19.75,20.375,19.125,20.125,0.5625,8
gemma3-1b-pt,useEffect,pair_07,-1.5,1.375,0.0,2.0,1.125,3.125,1.0,2.5,1.5,-1.375,-0.0,-2.0,1.125,3.125,1.0,2.5,1.5,-1.375,-0.0,-2.0,1.125,3.125,1.0,2.5,20.375,19.625,20.125,19.375,19.625,18.25,19.5,19.0,7.53125,7.46875,7.71875,7.9375,7.21875,7.15625,7.0,7.09375,18.875,21.0,20.125,21.375,19.625,18.25,19.5,19.0,18.875,21.0,20.125,21.375,20.75,21.375,20.5,21.5,20.375,19.625,20.125,19.375,20.75,21.375,20.5,21.5,0.734375,8
gemma3-1b-pt,useEffect,pair_08,-3.125,-0.125,-1.375,1.0,0.125,1.75,-0.75,1.125,3.125,0.125,1.375,-1.0,0.125,1.75,-0.75,1.125,3.125,0.125,1.375,-1.0,0.125,1.75,-0.75,1.125,21.0,19.875,20.5,19.5,19.875,18.75,20.125,19.5,7.6875,7.875,7.71875,8.0625,7.3125,7.40625,7.25,7.6875,17.875,19.75,19.125,20.5,19.875,18.75,20.125,19.5,17.875,19.75,19.125,20.5,20.0,20.5,19.375,20.625,21.0,19.875,20.5,19.5,20.0,20.5,19.375,20.625,0.734375,8
gemma3-1b-pt,useEffect,pair_09,-1.25,1.5,-1.375,1.75,-0.875,1.625,-1.125,1.875,1.25,-1.5,1.375,-1.75,-0.875,1.625,-1.125,1.875,1.25,-1.5,1.375,-1.75,-0.875,1.625,-1.125,1.875,20.25,18.875,20.625,18.875,20.25,18.875,20.375,18.75,7.9375,7.8125,8.3125,8.3125,7.6875,7.625,7.5625,7.5625,19.0,20.375,19.25,20.625,20.25,18.875,20.375,18.75,19.0,20.375,19.25,20.625,19.375,20.5,19.25,20.625,20.25,18.875,20.625,18.875,19.375,20.5,19.25,20.625,0.109375,8
gemma3-1b-pt,useEffect,pair_10,-1.375,0.0,-1.0,0.875,0.125,1.75,-0.625,1.0,1.375,-0.0,1.0,-0.875,0.125,1.75,-0.625,1.0,1.375,-0.0,1.0,-0.875,0.125,1.75,-0.625,1.0,20.75,20.25,20.75,20.0,19.375,18.625,20.0,19.5,7.96875,7.90625,8.0625,8.125,7.40625,7.46875,7.34375,7.34375,19.375,20.25,19.75,20.875,19.375,18.625,20.0,19.5,19.375,20.25,19.75,20.875,19.5,20.375,19.375,20.5,20.75,20.25,20.75,20.0,19.5,20.375,19.375,20.5,0.46875,8
gemma3-1b-pt,useEffect,pair_11,-0.25,1.625,0.75,2.25,1.125,2.75,1.0,2.25,0.25,-1.625,-0.75,-2.25,1.125,2.75,1.0,2.25,0.25,-1.625,-0.75,-2.25,1.125,2.75,1.0,2.25,20.875,20.125,21.0,20.125,20.625,19.625,20.75,20.25,7.9375,8.125,7.90625,8.0625,7.78125,7.9375,8.1875,8.375,20.625,21.75,21.75,22.375,20.625,19.625,20.75,20.25,20.625,21.75,21.75,22.375,21.75,22.375,21.75,22.5,20.875,20.125,21.0,20.125,21.75,22.375,21.75,22.5,0.34375,8
gemma3-1b-pt,useEffect,pair_12,-1.25,2.0,-0.375,2.625,-0.25,1.625,-0.625,1.375,1.25,-2.0,0.375,-2.625,-0.25,1.625,-0.625,1.375,1.25,-2.0,0.375,-2.625,-0.25,1.625,-0.625,1.375,19.625,18.375,19.375,18.0,20.0,19.0,19.875,19.25,9.0,9.5625,9.25,9.875,8.8125,8.9375,8.625,8.8125,18.375,20.375,19.0,20.625,20.0,19.0,19.875,19.25,18.375,20.375,19.0,20.625,19.75,20.625,19.25,20.625,19.625,18.375,19.375,18.0,19.75,20.625,19.25,20.625,-0.109375,8
