model,condition,pair_id,D__sr=alt_reactive|do=reactive_first|bo=alt_first,D__sr=alt_reactive|do=reactive_first|bo=dep_first,D__sr=alt_reactive|do=stable_first|bo=alt_first,D__sr=alt_reactive|do=stable_first|bo=dep_first,D__sr=dep_reactive|do=reactive_first|bo=alt_first,D__sr=dep_reactive|do=reactive_first|bo=dep_first,D__sr=dep_reactive|do=stable_first|bo=alt_first,D__sr=dep_reactive|do=stable_first|bo=dep_first,LD_reactive__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_reactive__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_reactive__sr=alt_reactive|do=stable_first|bo=alt_first,LD_reactive__sr=alt_reactive|do=stable_first|bo=dep_first,LD_reactive__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_reactive__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_reactive__sr=dep_reactive|do=stable_first|bo=alt_first,LD_reactive__sr=dep_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=alt_reactive|do=stable_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=reactive_first|bo=dep_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=alt_first,LD_stateform__sr=dep_reactive|do=stable_first|bo=dep_first,logit_alt__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_alt__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_alt__sr=alt_reactive|do=stable_first|bo=alt_first,logit_alt__sr=alt_reactive|do=stable_first|bo=dep_first,logit_alt__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_alt__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_alt__sr=dep_reactive|do=stable_first|bo=alt_first,logit_alt__sr=dep_reactive|do=stable_first|bo=dep_first,logit_close__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_close__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_close__sr=alt_reactive|do=stable_first|bo=alt_first,logit_close__sr=alt_reactive|do=stable_first|bo=dep_first,logit_close__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_close__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_close__sr=dep_reactive|do=stable_first|bo=alt_first,logit_close__sr=dep_reactive|do=stable_first|bo=dep_first,logit_const_form__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_const_form__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_const_form__sr=alt_reactive|do=stable_first|bo=alt_first,logit_const_form__sr=alt_reactive|do=stable_first|bo=dep_first,logit_const_form__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_const_form__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_const_form__sr=dep_reactive|do=stable_first|bo=alt_first,logit_const_form__sr=dep_reactive|do=stable_first|bo=dep_first,logit_dep__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_dep__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_dep__sr=alt_reactive|do=stable_first|bo=alt_first,logit_dep__sr=alt_reactive|do=stable_first|bo=dep_first,logit_dep__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_dep__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_dep__sr=dep_reactive|do=stable_first|bo=alt_first,logit_dep__sr=dep_reactive|do=stable_first|bo=dep_first,logit_useState_form__sr=alt_reactive|do=reactive_first|bo=alt_first,logit_useState_form__sr=alt_reactive|do=reactive_first|bo=dep_first,logit_useState_form__sr=alt_reactive|do=stable_first|bo=alt_first,logit_useState_form__sr=alt_reactive|do=stable_first|bo=dep_first,logit_useState_form__sr=dep_reactive|do=reactive_first|bo=alt_first,logit_useState_form__sr=dep_reactive|do=reactive_first|bo=dep_first,logit_useState_form__sr=dep_reactive|do=stable_first|bo=alt_first,logit_useState_form__sr=dep_reactive|do=stable_first|bo=dep_first,mean_LD_stateform_pair,n_cells
gemma3-1b-pt,useEffect,pair_13,-2.375,0.5,-1.5,1.0,-0.25,3.125,-1.25,1.875,2.375,-0.5,1.5,-1.0,-0.25,3.125,-1.25,1.875,2.375,-0.5,1.5,-1.0,-0.25,3.125,-1.25,1.875,20.875,19.875,20.875,19.5,19.75,17.875,20.125,18.75,7.9375,8.0625,7.96875,8.0625,7.84375,7.9375,7.84375,7.84375,18.5,20.375,19.375,20.5,19.75,17.875,20.125,18.75,18.5,20.375,19.375,20.5,19.5,21.0,18.875,20.625,20.875,19.875,20.875,19.5,19.5,21.0,18.875,20.625,0.734375,8
gemma3-1b-pt,useEffect,pair_14,0.75,3.0,0.625,3.125,0.5,2.375,0.25,2.25,-0.75,-3.0,-0.625,-3.125,0.5,2.375,0.25,2.25,-0.75,-3.0,-0.625,-3.125,0.5,2.375,0.25,2.25,20.0,18.75,20.375,18.75,20.125,19.25,20.375,19.25,7.0,7.1875,7.15625,7.375,6.65625,6.875,6.6875,6.84375,20.75,21.75,21.0,21.875,20.125,19.25,20.375,19.25,20.75,21.75,21.0,21.875,20.625,21.625,20.625,21.5,20.0,18.75,20.375,18.75,20.625,21.625,20.625,21.5,-0.265625,8
gemma3-1b-pt,useEffect,pair_15,-0.75,2.375,-0.5,1.875,0.625,1.875,0.0,2.75,0.75,-2.375,0.5,-1.875,0.625,1.875,0.0,2.75,0.75,-2.375,0.5,-1.875,0.625,1.875,0.0,2.75,21.25,19.5,21.375,20.125,21.0,20.125,21.25,19.625,8.0625,8.1875,7.96875,8.3125,7.78125,7.78125,7.71875,7.8125,20.5,21.875,20.875,22.0,21.0,20.125,21.25,19.625,20.5,21.875,20.875,22.0,21.625,22.0,21.25,22.375,21.25,19.5,21.375,20.125,21.625,22.0,21.25,22.375,0.28125,8
gemma3-1b-pt,useEffect,pair_16,-2.75,1.5,-1.375,1.375,0.125,3.625,0.5,3.875,2.75,-1.5,1.375,-1.375,0.125,3.625,0.5,3.875,2.75,-1.5,1.375,-1.375,0.125,3.625,0.5,3.875,21.25,19.25,21.625,19.75,20.375,17.75,20.375,18.125,8.125,8.125,8.4375,8.5,8.1875,8.375,8.25,8.375,18.5,20.75,20.25,21.125,20.375,17.75,20.375,18.125,18.5,20.75,20.25,21.125,20.5,21.375,20.875,22.0,21.25,19.25,21.625,19.75,20.5,21.375,20.875,22.0,1.171875,8
gemma3-1b-pt,useEffect,pair_17,-2.0,0.125,-0.875,0.625,-0.375,1.125,-0.625,1.0,2.0,-0.125,0.875,-0.625,-0.375,1.125,-0.625,1.0,2.0,-0.125,0.875,-0.625,-0.375,1.125,-0.625,1.0,20.875,20.25,20.625,20.0,20.375,19.5,20.5,20.0,7.4375,7.53125,7.59375,7.75,7.375,7.5625,7.3125,7.53125,18.875,20.375,19.75,20.625,20.375,19.5,20.5,20.0,18.875,20.375,19.75,20.625,20.0,20.625,19.875,21.0,20.875,20.25,20.625,20.0,20.0,20.625,19.875,21.0,0.40625,8
gemma3-1b-pt,useEffect,pair_18,-2.375,0.5,-1.625,1.0,-1.625,0.875,-2.25,0.375,2.375,-0.5,1.625,-1.0,-1.625,0.875,-2.25,0.375,2.375,-0.5,1.625,-1.0,-1.625,0.875,-2.25,0.375,21.0,20.0,21.125,19.75,21.0,19.625,21.25,20.0,7.59375,7.625,7.625,7.75,7.34375,7.3125,7.5,7.375,18.625,20.5,19.5,20.75,21.0,19.625,21.25,20.0,18.625,20.5,19.5,20.75,19.375,20.5,19.0,20.375,21.0,20.0,21.125,19.75,19.375,20.5,19.0,20.375,-0.015625,8
gemma3-1b-pt,useEffect,pair_19,-2.0,0.25,-1.625,0.75,-1.0,0.625,-1.0,0.75,2.0,-0.25,1.625,-0.75,-1.0,0.625,-1.0,0.75,2.0,-0.25,1.625,-0.75,-1.0,0.625,-1.0,0.75,19.625,18.875,19.5,18.5,19.75,18.875,19.375,18.875,8.3125,8.4375,8.3125,8.875,7.9375,8.1875,7.90625,8.1875,17.625,19.125,17.875,19.25,19.75,18.875,19.375,18.875,17.625,19.125,17.875,19.25,18.75,19.5,18.375,19.625,19.625,18.875,19.5,18.5,18.75,19.5,18.375,19.625,0.25,8
gemma3-1b-pt,useEffect,pair_20,-0.75,2.5,0.0,2.5,1.375,3.125,0.875,2.875,0.75,-2.5,-0.0,-2.5,1.375,3.125,0.875,2.875,0.75,-2.5,-0.0,-2.5,1.375,3.125,0.875,2.875,20.125,18.75,20.0,18.75,19.125,18.0,19.375,18.5,7.40625,7.6875,7.75,7.875,7.125,7.15625,7.125,7.1875,19.375,21.25,20.0,21.25,19.125,18.0,19.375,18.5,19.375,21.25,20.0,21.25,20.5,21.125,20.25,21.375,20.125,18.75,20.0,18.75,20.5,21.125,20.25,21.375,0.5,8
gemma3-1b-pt,useEffect,pair_21,-1.5,1.375,-0.125,2.125,0.375,2.25,0.625,1.75,1.5,-1.375,0.125,-2.125,0.375,2.25,0.625,1.75,1.5,-1.375,0.125,-2.125,0.375,2.25,0.625,1.75,20.875,19.375,20.625,19.25,20.125,18.875,20.25,19.625,7.28125,7.46875,7.34375,7.78125,6.78125,7.125,7.09375,7.34375,19.375,20.75,20.5,21.375,20.125,18.875,20.25,19.625,19.375,20.75,20.5,21.375,20.5,21.125,20.875,21.375,20.875,19.375,20.625,19.25,20.5,21.125,20.875,21.375,0.390625,8
gemma3-1b-pt,useEffect,pair_22,-1.125,1.5,-0.75,2.0,-0.375,1.875,-0.375,2.5,1.125,-1.5,0.75,-2.0,-0.375,1.875,-0.375,2.5,1.125,-1.5,0.75,-2.0,-0.375,1.875,-0.375,2.5,20.0,19.0,20.125,19.0,19.875,18.625,20.0,18.375,7.21875,7.25,7.1875,7.46875,6.875,7.09375,6.9375,7.0,18.875,20.5,19.375,21.0,19.875,18.625,20.0,18.375,18.875,20.5,19.375,21.0,19.5,20.5,19.625,20.875,20.0,19.0,20.125,19.0,19.5,20.5,19.625,20.875,0.25,8
gemma3-1b-pt,useEffect,pair_23,-1.25,0.75,-1.0,1.125,0.5,2.125,-0.125,2.0,1.25,-0.75,1.0,-1.125,0.5,2.125,-0.125,2.0,1.25,-0.75,1.0,-1.125,0.5,2.125,-0.125,2.0,21.5,20.5,21.5,20.125,20.625,19.375,20.875,19.625,7.125,7.25,7.34375,7.28125,6.4375,6.46875,6.46875,6.625,20.25,21.25,20.5,21.25,20.625,19.375,20.875,19.625,20.25,21.25,20.5,21.25,21.125,21.5,20.75,21.625,21.5,20.5,21.5,20.125,21.125,21.5,20.75,21.625,0.609375,8
gemma3-1b-pt,useEffect,pair_24,-1.75,0.5,-0.75,1.0,0.125,1.625,0.25,1.625,1.75,-0.5,0.75,-1.0,0.125,1.625,0.25,1.625,1.75,-0.5,0.75,-1.0,0.125,1.625,0.25,1.625,20.625,20.0,20.5,19.75,19.625,19.0,19.5,19.25,6.9375,6.9375,7.0625,7.0625,6.5,6.6875,6.46875,6.53125,18.875,20.5,19.75,20.75,19.625,19.0,19.5,19.25,18.875,20.5,19.75,20.75,19.75,20.625,19.75,20.875,20.625,20.0,20.5,19.75,19.75,20.625,19.75,20.875,0.578125,8
gemma3-1b-pt,useEffect,pair_25,-1.5,0.75,0.125,2.125,0.75,2.875,0.375,2.25,1.5,-0.75,-0.125,-2.125,0.75,2.875,0.375,2.25,1.5,-0.75,-0.125,-2.125,0.75,2.875,0.375,2.25,19.625,19.25,19.5,18.875,19.5,18.75,19.625,19.125,8.6875,8.875,8.875,9.375,8.5,9.0,8.375,8.9375,18.125,20.0,19.625,21.0,19.5,18.75,19.625,19.125,18.125,20.0,19.625,21.0,20.25,21.625,20.0,21.375,19.625,19.25,19.5,18.875,20.25,21.625,20.0,21.375,0.59375,8
gemma3-1b-pt,useEffect,pair_26,-1.5,1.125,-0.5,1.875,0.25,1.75,-0.25,1.5,1.5,-1.125,0.5,-1.875,0.25,1.75,-0.25,1.5,1.5,-1.125,0.5,-1.875,0.25,1.75,-0.25,1.5,20.5,19.625,20.5,19.375,20.0,19.25,20.25,19.75,7.96875,8.375,8.125,8.5625,7.6875,7.875,7.78125,7.9375,19.0,20.75,20.0,21.25,20.0,19.25,20.25,19.75,19.0,20.75,20.0,21.25,20.25,21.0,20.0,21.25,20.5,19.625,20.5,19.375,20.25,21.0,20.0,21.25,0.28125,8
gemma3-1b-pt,useEffect,pair_27,-1.375,1.75,-1.0,1.75,-0.375,2.5,-0.625,1.75,1.375,-1.75,1.0,-1.75,-0.375,2.5,-0.625,1.75,1.375,-1.75,1.0,-1.75,-0.375,2.5,-0.625,1.75,20.75,19.25,20.75,19.375,20.375,18.75,20.125,19.125,7.65625,7.75,7.46875,7.53125,7.34375,7.46875,7.5,7.5,19.375,21.0,19.75,21.125,20.375,18.75,20.125,19.125,19.375,21.0,19.75,21.125,20.0,21.25,19.5,20.875,20.75,19.25,20.75,19.375,20.0,21.25,19.5,20.875,0.265625,8
gemma3-1b-pt,useEffect,pair_28,-1.0,2.25,-0.125,2.625,-0.5,2.375,-0.75,1.75,1.0,-2.25,0.125,-2.625,-0.5,2.375,-0.75,1.75,1.0,-2.25,0.125,-2.625,-0.5,2.375,-0.75,1.75,20.625,18.75,20.5,18.625,20.5,18.75,20.5,19.125,7.625,7.53125,7.5625,7.40625,7.0,6.9375,6.875,6.90625,19.625,21.0,20.375,21.25,20.5,18.75,20.5,19.125,19.625,21.0,20.375,21.25,20.0,21.125,19.75,20.875,20.625,18.75,20.5,18.625,20.0,21.125,19.75,20.875,-0.109375,8
gemma3-1b-pt,useEffect,pair_29,-1.0,1.625,-0.875,1.75,-0.75,2.125,-0.125,2.875,1.0,-1.625,0.875,-1.75,-0.75,2.125,-0.125,2.875,1.0,-1.625,0.875,-1.75,-0.75,2.125,-0.125,2.875,20.375,18.875,20.5,19.0,20.25,18.375,20.0,18.0,7.84375,7.78125,7.9375,8.0,7.5625,7.78125,7.53125,7.71875,19.375,20.5,19.625,20.75,20.25,18.375,20.0,18.0,19.375,20.5,19.625,20.75,19.5,20.5,19.875,20.875,20.375,18.875,20.5,19.0,19.5,20.5,19.875,20.875,0.328125,8
gemma3-1b-pt,useEffect,pair_30,0.125,2.125,-0.125,2.375,-0.375,1.375,-1.0,1.5,-0.125,-2.125,0.125,-2.375,-0.375,1.375,-1.0,1.5,-0.125,-2.125,0.125,-2.375,-0.375,1.375,-1.0,1.5,19.75,19.0,19.875,18.875,20.0,19.25,20.125,19.25,7.125,7.375,7.0625,7.53125,7.125,7.40625,7.15625,7.40625,19.875,21.125,19.75,21.25,20.0,19.25,20.125,19.25,19.875,21.125,19.75,21.25,19.625,20.625,19.125,20.75,19.75,19.0,19.875,18.875,19.625,20.625,19.125,20.75,-0.375,8
gemma3-1b-pt,useEffect,pair_31,-1.875,0.375,-1.125,1.375,0.25,2.125,-0.5,1.5,1.875,-0.375,1.125,-1.375,0.25,2.125,-0.5,1.5,1.875,-0.375,1.125,-1.375,0.25,2.125,-0.5,1.5,20.875,20.25,20.75,19.375,19.875,18.625,20.375,19.5,7.21875,7.21875,7.21875,7.3125,6.5625,6.46875,6.53125,6.53125,19.0,20.625,19.625,20.75,19.875,18.625,20.375,19.5,19.0,20.625,19.625,20.75,20.125,20.75,19.875,21.0,20.875,20.25,20.75,19.375,20.125,20.75,19.875,21.0,0.578125,8
gemma3-1b-pt,useEffect,pair_32,-1.375,2.125,-0.375,1.875,0.75,2.125,0.0,2.875,1.375,-2.125,0.375,-1.875,0.75,2.125,0.0,2.875,1.375,-2.125,0.375,-1.875,0.75,2.125,0.0,2.875,21.625,19.875,21.625,20.25,20.875,20.0,21.375,19.625,8.0625,8.25,8.25,8.4375,7.6875,7.84375,7.84375,7.9375,20.25,22.0,21.25,22.125,20.875,20.0,21.375,19.625,20.25,22.0,21.25,22.125,21.625,22.125,21.375,22.5,21.625,19.875,21.625,20.25,21.625,22.125,21.375,22.5,0.4375,8
gemma3-1b-pt,useEffect,pair_33,-1.875,0.375,-0.875,1.125,-0.125,2.125,-0.5,1.75,1.875,-0.375,0.875,-1.125,-0.125,2.125,-0.5,1.75,1.875,-0.375,0.875,-1.125,-0.125,2.125,-0.5,1.75,21.0,20.375,20.875,20.0,20.25,19.125,20.375,19.625,8.0625,8.25,8.3125,8.5,7.875,8.0625,7.84375,8.0625,19.125,20.75,20.0,21.125,20.25,19.125,20.375,19.625,19.125,20.75,20.0,21.125,20.125,21.25,19.875,21.375,21.0,20.375,20.875,20.0,20.125,21.25,19.875,21.375,0.5625,8
gemma3-1b-pt,useEffect,pair_34,-0.375,1.625,-0.125,2.0,0.75,2.5,0.5,2.375,0.375,-1.625,0.125,-2.0,0.75,2.5,0.5,2.375,0.375,-1.625,0.125,-2.0,0.75,2.5,0.5,2.375,19.25,18.5,19.375,18.5,19.5,18.375,19.375,18.5,8.1875,8.625,8.0,8.6875,7.84375,8.25,7.65625,8.1875,18.875,20.125,19.25,20.5,19.5,18.375,19.375,18.5,18.875,20.125,19.25,20.5,20.25,20.875,19.875,20.875,19.25,18.5,19.375,18.5,20.25,20.875,19.875,20.875,0.375,8
gemma3-1b-pt,useEffect,pair_35,-1.375,0.875,-1.125,0.75,-0.25,1.0,-0.125,1.25,1.375,-0.875,1.125,-0.75,-0.25,1.0,-0.125,1.25,1.375,-0.875,1.125,-0.75,-0.25,1.0,-0.125,1.25,20.5,19.125,20.375,19.125,20.375,19.5,20.25,19.375,7.34375,7.53125,7.40625,7.5625,7.40625,7.40625,7.53125,7.625,19.125,20.0,19.25,19.875,20.375,19.5,20.25,19.375,19.125,20.0,19.25,19.875,20.125,20.5,20.125,20.625,20.5,19.125,20.375,19.125,20.125,20.5,20.125,20.625,0.34375,8
gemma3-1b-pt,useEffect,pair_36,-2.75,0.125,-1.375,0.625,-0.5,2.0,-0.125,1.375,2.75,-0.125,1.375,-0.625,-0.5,2.0,-0.125,1.375,2.75,-0.125,1.375,-0.625,-0.5,2.0,-0.125,1.375,21.75,20.75,21.75,20.5,21.125,19.125,21.125,20.0,8.5625,8.8125,8.8125,9.0625,8.375,8.625,8.5,8.6875,19.0,20.875,20.375,21.125,21.125,19.125,21.125,20.0,19.0,20.875,20.375,21.125,20.625,21.125,21.0,21.375,21.75,20.75,21.75,20.5,20.625,21.125,21.0,21.375,0.765625,8
gemma3-1b-pt,useEffect,pair_37,-1.0,2.125,-0.5,2.375,0.75,2.625,-0.125,1.625,1.0,-2.125,0.5,-2.375,0.75,2.625,-0.125,1.625,1.0,-2.125,0.5,-2.375,0.75,2.625,-0.125,1.625,20.75,19.375,20.625,19.125,19.875,18.625,20.25,19.5,7.46875,7.59375,7.84375,7.84375,6.84375,6.90625,6.96875,6.90625,19.75,21.5,20.125,21.5,19.875,18.625,20.25,19.5,19.75,21.5,20.125,21.5,20.625,21.25,20.125,21.125,20.75,19.375,20.625,19.125,20.625,21.25,20.125,21.125,0.234375,8
gemma3-1b-pt,useEffect,pair_38,-0.625,0.75,-0.125,1.375,0.5,1.875,-0.125,1.125,0.625,-0.75,0.125,-1.375,0.5,1.875,-0.125,1.125,0.625,-0.75,0.125,-1.375,0.5,1.875,-0.125,1.125,20.75,20.25,20.875,20.0,20.25,19.625,20.625,20.25,7.8125,8.0625,7.90625,8.0625,7.65625,8.0,7.75,7.96875,20.125,21.0,20.75,21.375,20.25,19.625,20.625,20.25,20.125,21.0,20.75,21.375,20.75,21.5,20.5,21.375,20.75,20.25,20.875,20.0,20.75,21.5,20.5,21.375,0.25,8
gemma3-1b-pt,useEffect,pair_39,-1.5,0.875,-1.0,1.25,0.375,2.25,0.375,2.5,1.5,-0.875,1.0,-1.25,0.375,2.25,0.375,2.5,1.5,-0.875,1.0,-1.25,0.375,2.25,0.375,2.5,21.375,20.125,21.125,20.0,20.0,19.0,20.0,18.875,7.34375,7.34375,7.3125,7.4375,7.0,7.09375,6.84375,6.9375,19.875,21.0,20.125,21.25,20.0,19.0,20.0,18.875,19.875,21.0,20.125,21.25,20.375,21.25,20.375,21.375,21.375,20.125,21.125,20.0,20.375,21.25,20.375,21.375,0.734375,8
gemma3-1b-pt,useEffect,pair_40,-1.625,1.125,-0.375,1.75,0.0,1.375,-0.25,1.0,1.625,-1.125,0.375,-1.75,0.0,1.375,-0.25,1.0,1.625,-1.125,0.375,-1.75,0.0,1.375,-0.25,1.0,20.875,19.875,20.625,19.375,20.25,19.5,20.375,20.125,7.375,7.75,7.625,8.1875,7.25,7.375,7.09375,7.375,19.25,21.0,20.25,21.125,20.25,19.5,20.375,20.125,19.25,21.0,20.25,21.125,20.25,20.875,20.125,21.125,20.875,19.875,20.625,19.375,20.25,20.875,20.125,21.125,0.15625,8
gemma3-1b-pt,useEffect,pair_41,0.125,3.125,0.5,3.625,0.25,2.625,0.375,2.75,-0.125,-3.125,-0.5,-3.625,0.25,2.625,0.375,2.75,-0.125,-3.125,-0.5,-3.625,0.25,2.625,0.375,2.75,19.0,17.5,19.0,17.25,19.375,18.0,19.0,18.0,7.96875,8.0625,8.0,8.3125,7.4375,7.59375,7.1875,7.5625,19.125,20.625,19.5,20.875,19.375,18.0,19.0,18.0,19.125,20.625,19.5,20.875,19.625,20.625,19.375,20.75,19.0,17.5,19.0,17.25,19.625,20.625,19.375,20.75,-0.171875,8
gemma3-1b-pt,useEffect,pair_42,-0.625,1.375,-0.25,1.875,0.875,2.125,0.5,2.25,0.625,-1.375,0.25,-1.875,0.875,2.125,0.5,2.25,0.625,-1.375,0.25,-1.875,0.875,2.125,0.5,2.25,20.25,19.25,20.125,18.75,19.625,18.625,19.75,18.875,7.25,7.125,7.3125,7.1875,6.5625,6.53125,6.75,6.71875,19.625,20.625,19.875,20.625,19.625,18.625,19.75,18.875,19.625,20.625,19.875,20.625,20.5,20.75,20.25,21.125,20.25,19.25,20.125,18.75,20.5,20.75,20.25,21.125,0.421875,8
gemma3-1b-pt,useEffect,pair_43,-1.875,0.125,-1.375,0.5,-0.5,2.75,-1.125,1.5,1.875,-0.125,1.375,-0.5,-0.5,2.75,-1.125,1.5,1.875,-0.125,1.375,-0.5,-0.5,2.75,-1.125,1.5,20.75,20.25,21.125,20.0,19.875,18.125,20.125,19.125,7.875,7.84375,7.96875,7.96875,7.65625,7.78125,7.78125,7.75,18.875,20.375,19.75,20.5,19.875,18.125,20.125,19.125,18.875,20.375,19.75,20.5,19.375,20.875,19.0,20.625,20.75,20.25,21.125,20.0,19.375,20.875,19.0,20.625,0.65625,8
gemma3-1b-pt,useEffect,pair_44,-1.625,1.25,-1.375,1.5,-1.75,0.875,-1.375,1.75,1.625,-1.25,1.375,-1.5,-1.75,0.875,-1.375,1.75,1.625,-1.25,1.375,-1.5,-1.75,0.875,-1.375,1.75,20.5,19.375,20.625,19.25,20.5,19.625,20.625,19.0,7.8125,7.9375,7.90625,8.125,7.5625,7.84375,7.8125,7.9375,18.875,20.625,19.25,20.75,20.5,19.625,20.625,19.0,18.875,20.625,19.25,20.75,18.75,20.5,19.25,20.75,20.5,19.375,20.625,19.25,18.75,20.5,19.25,20.75,-0.03125,8
gemma3-1b-pt,useEffect,pair_45,-1.125,2.0,0.0,2.375,0.0,3.75,0.0,3.375,1.125,-2.0,-0.0,-2.375,0.0,3.75,0.0,3.375,1.125,-2.0,-0.0,-2.375,0.0,3.75,0.0,3.375,20.125,18.5,19.875,18.5,19.5,16.875,19.75,17.625,6.6875,6.5625,6.625,6.71875,6.6875,6.65625,6.59375,6.71875,19.0,20.5,19.875,20.875,19.5,16.875,19.75,17.625,19.0,20.5,19.875,20.875,19.5,20.625,19.75,21.0,20.125,18.5,19.875,18.5,19.5,20.625,19.75,21.0,0.484375,8
gemma3-1b-pt,useLayoutEffect,pair_01,-1.875,0.125,-1.0,0.875,-0.125,2.125,-1.125,1.25,1.875,-0.125,1.0,-0.875,-0.125,2.125,-1.125,1.25,1.875,-0.125,1.0,-0.875,-0.125,2.125,-1.125,1.25,20.875,20.625,21.125,20.5,20.5,19.25,21.0,20.125,7.78125,8.0,8.0,8.3125,7.59375,7.75,7.65625,7.71875,19.0,20.75,20.125,21.375,20.5,19.25,21.0,20.125,19.0,20.75,20.125,21.375,20.375,21.375,19.875,21.375,20.875,20.625,21.125,20.5,20.375,21.375,19.875,21.375,0.5,8
gemma3-1b-pt,useLayoutEffect,pair_02,-2.625,1.375,-2.0,1.75,-1.125,2.75,-1.875,1.875,2.625,-1.375,2.0,-1.75,-1.125,2.75,-1.875,1.875,2.625,-1.375,2.0,-1.75,-1.125,2.75,-1.875,1.875,19.875,18.75,20.0,18.75,19.25,17.625,19.375,18.125,6.3125,6.46875,6.28125,6.5,6.15625,6.3125,6.21875,6.46875,17.25,20.125,18.0,20.5,19.25,17.625,19.375,18.125,17.25,20.125,18.0,20.5,18.125,20.375,17.5,20.0,19.875,18.75,20.0,18.75,18.125,20.375,17.5,20.0,0.390625,8
gemma3-1b-pt,useLayoutEffect,pair_03,-0.875,1.75,-0.375,2.0,-0.375,2.0,-0.5,1.25,0.875,-1.75,0.375,-2.0,-0.375,2.0,-0.5,1.25,0.875,-1.75,0.375,-2.0,-0.375,2.0,-0.5,1.25,20.5,19.0,20.375,19.125,20.25,19.125,20.5,19.5,6.4375,6.65625,6.3125,6.6875,5.75,5.90625,5.84375,6.1875,19.625,20.75,20.0,21.125,20.25,19.125,20.5,19.5,19.625,20.75,20.0,21.125,19.875,21.125,20.0,20.75,20.5,19.0,20.375,19.125,19.875,21.125,20.0,20.75,-0.015625,8
gemma3-1b-pt,useLayoutEffect,pair_04,-1.375,1.125,-0.625,1.375,-0.75,1.125,-1.125,1.0,1.375,-1.125,0.625,-1.375,-0.75,1.125,-1.125,1.0,1.375,-1.125,0.625,-1.375,-0.75,1.125,-1.125,1.0,19.375,18.75,19.25,18.5,19.5,18.75,19.375,18.75,8.5,8.6875,8.5625,8.9375,8.0625,8.25,7.78125,8.0625,18.0,19.875,18.625,19.875,19.5,18.75,19.375,18.75,18.0,19.875,18.625,19.875,18.75,19.875,18.25,19.75,19.375,18.75,19.25,18.5,18.75,19.875,18.25,19.75,-0.03125,8
gemma3-1b-pt,useLayoutEffect,pair_05,-1.875,0.875,-1.5,1.125,-0.625,2.5,-0.5,2.0,1.875,-0.875,1.5,-1.125,-0.625,2.5,-0.5,2.0,1.875,-0.875,1.5,-1.125,-0.625,2.5,-0.5,2.0,20.5,19.25,20.75,19.375,20.5,18.125,20.25,18.625,6.40625,6.34375,6.25,6.5,5.9375,5.90625,6.34375,6.40625,18.625,20.125,19.25,20.5,20.5,18.125,20.25,18.625,18.625,20.125,19.25,20.5,19.875,20.625,19.75,20.625,20.5,19.25,20.75,19.375,19.875,20.625,19.75,20.625,0.59375,8
gemma3-1b-pt,useLayoutEffect,pair_06,-2.75,-0.5,-1.75,0.25,-0.875,0.75,-2.25,0.0,2.75,0.5,1.75,-0.25,-0.875,0.75,-2.25,0.0,2.75,0.5,1.75,-0.25,-0.875,0.75,-2.25,0.0,20.625,19.625,20.5,19.375,20.0,19.125,20.375,19.5,7.84375,7.90625,8.0,8.1875,7.78125,7.90625,7.625,7.8125,17.875,19.125,18.75,19.625,20.0,19.125,20.375,19.5,17.875,19.125,18.75,19.625,19.125,19.875,18.125,19.5,20.625,19.625,20.5,19.375,19.125,19.875,18.125,19.5,0.296875,8
