model,condition,sample_id,LD_copy_clean,LD_copy_corrupted,LD_inclusion_clean,LD_inclusion_corrupted,copy_error_clean,copy_error_corrupted,logit_alt_clean,logit_alt_corrupted,logit_close_clean,logit_close_corrupted,logit_dep_clean,logit_dep_corrupted,gap_copy,gap_inclusion
gemma3-1b-pt,alias,sub_15,3.6456775665283203,-3.063802719116211,13.727949142456055,11.541735172271729,10.082271575927734,14.60553789138794,17.398454666137695,21.39341926574707,7.316183090209961,6.787881374359131,21.044132232666016,18.32961654663086,6.709480285644531,2.186213970184326
gemma3-1b-pt,alias,sub_16,3.3975982666015625,-0.9708366394042969,12.482703685760498,11.187283992767334,9.085105419158936,12.15812063217163,16.920246124267578,19.79562759399414,7.835140705108643,7.63750696182251,20.31784439086914,18.824790954589844,4.368434906005859,1.295419692993164
gemma3-1b-pt,alias,sub_17,3.852353096008301,-1.5375537872314453,12.017996311187744,11.227128505706787,8.165643215179443,12.764682292938232,15.642216682434082,19.59634017944336,7.476573467254639,6.831657886505127,19.494569778442383,18.058786392211914,5.389906883239746,0.790867805480957
gemma3-1b-pt,alias,sub_18,3.126680374145508,-3.3068809509277344,12.734992027282715,10.268545627593994,9.608311653137207,13.575426578521729,16.59670066833496,20.294116973876953,6.988389015197754,6.718690395355225,19.72338104248047,16.98723602294922,6.433561325073242,2.4664463996887207
gemma3-1b-pt,alias,sub_19,3.3863773345947266,-3.317211151123047,11.576333999633789,8.205002784729004,8.189956665039062,11.52221393585205,16.072595596313477,19.179834365844727,7.882638931274414,7.657620429992676,19.458972930908203,15.86262321472168,6.703588485717773,3.371331214904785
gemma3-1b-pt,alias,sub_20,4.870438575744629,-2.3012924194335938,13.50654935836792,10.100308418273926,8.636110782623291,12.40160083770752,15.424572944641113,19.26898193359375,6.788462162017822,6.8673810958862305,20.295011520385742,16.967689514160156,7.171730995178223,3.406240940093994
gemma3-1b-pt,alias,sub_21,3.7188472747802734,-0.7053775787353516,13.374069690704346,12.60738754272461,9.655222415924072,13.312765121459961,16.969921112060547,19.802303314208984,7.314698696136475,6.489538192749023,20.68876838684082,19.096925735473633,4.424224853515625,0.7666821479797363
gemma3-1b-pt,alias,sub_22,5.03863525390625,-2.1822509765625,13.060859203338623,10.328178882598877,8.022223949432373,12.510429859161377,15.152359008789062,19.489269256591797,7.1301350593566895,6.97883939743042,20.190994262695312,17.307018280029297,7.22088623046875,2.732680320739746
gemma3-1b-pt,alias,sub_23,3.190366744995117,-2.4768638610839844,14.55534839630127,12.52122449874878,11.364981651306152,14.998088359832764,17.151071548461914,20.77895164489746,5.786089897155762,5.780863285064697,20.34143829345703,18.302087783813477,5.667230606079102,2.0341238975524902
gemma3-1b-pt,alias,sub_24,4.339038848876953,-1.507904052734375,13.286728858947754,11.608379364013672,8.9476900100708,13.116283416748047,15.570198059082031,19.415990829467773,6.6225080490112305,6.299707412719727,19.909236907958984,17.9080867767334,5.846942901611328,1.678349494934082
gemma3-1b-pt,alias,sub_25,3.603860855102539,-1.3644447326660156,12.355247497558594,9.986771583557129,8.751386642456055,11.351216316223145,17.220523834228516,19.32387924194336,8.469137191772461,7.972662925720215,20.824384689331055,17.959434509277344,4.968305587768555,2.368475914001465
gemma3-1b-pt,alias,sub_26,3.4347896575927734,-1.3984642028808594,13.079042911529541,10.917287349700928,9.644253253936768,12.315751552581787,17.092185974121094,19.60071563720703,7.447932720184326,7.284964084625244,20.526975631713867,18.202251434326172,4.833253860473633,2.1617555618286133
gemma3-1b-pt,alias,sub_27,4.952288627624512,-1.6533527374267578,13.640401840209961,11.91779375076294,8.68811321258545,13.571146488189697,15.994925498962402,20.283193588256836,7.306812286376953,6.712047100067139,20.947214126586914,18.629840850830078,6.6056413650512695,1.7226080894470215
gemma3-1b-pt,alias,sub_28,3.058103561401367,-1.8902740478515625,13.350541114807129,11.3092942237854,10.292437553405762,13.199568271636963,16.68113136291504,19.70818328857422,6.388693809509277,6.508615016937256,19.739234924316406,17.817909240722656,4.94837760925293,2.0412468910217285
gemma3-1b-pt,alias,sub_29,2.5322837829589844,-2.2141246795654297,12.68738079071045,10.450317859649658,10.155097007751465,12.664442539215088,17.03974151611328,19.556184768676758,6.884644508361816,6.89174222946167,19.572025299072266,17.342060089111328,4.746408462524414,2.237062931060791
gemma3-1b-pt,alias,sub_30,5.840510368347168,-3.091554641723633,13.204590797424316,9.73193645477295,7.364080429077148,12.823491096496582,14.832690238952637,19.59068489074707,7.468609809875488,6.767193794250488,20.673200607299805,16.499130249023438,8.9320650100708,3.472654342651367
gemma3-1b-pt,alias,sub_31,3.927802085876465,-2.280181884765625,13.776176929473877,11.458047866821289,9.848374843597412,13.738229751586914,15.925141334533691,19.78006935119629,6.076766490936279,6.041839599609375,19.852943420410156,17.499887466430664,6.20798397064209,2.318129062652588
gemma3-1b-pt,alias,sub_32,2.6870365142822266,-2.140836715698242,13.339117527008057,12.08677864074707,10.65208101272583,14.227615356445312,17.86833381652832,20.795543670654297,7.21625280380249,6.567928314208984,20.555370330810547,18.654706954956055,4.827873229980469,1.2523388862609863
gemma3-1b-pt,alias,sub_33,4.072071075439453,-1.36651611328125,12.21726131439209,10.739315032958984,8.145190238952637,12.105831146240234,15.848533630371094,19.6951961517334,7.703343391418457,7.589365005493164,19.920604705810547,18.32868003845215,5.438587188720703,1.4779462814331055
gemma3-1b-pt,alias,sub_34,4.512784957885742,-1.5540447235107422,12.53396987915039,10.00331449508667,8.021184921264648,11.557359218597412,16.12801170349121,19.158950805664062,8.106826782226562,7.60159158706665,20.640796661376953,17.60490608215332,6.066829681396484,2.5306553840637207
gemma3-1b-pt,alias,sub_35,3.9964160919189453,-2.0089149475097656,12.870782375335693,11.55680513381958,8.874366283416748,13.565720081329346,16.386764526367188,20.4276123046875,7.5123982429504395,6.861892223358154,20.383180618286133,18.418697357177734,6.005331039428711,1.3139772415161133
gemma3-1b-pt,alias,sub_36,2.472400665283203,-0.9657688140869141,12.372847557067871,11.368244171142578,9.900446891784668,12.334012985229492,17.654544830322266,19.80614471435547,7.754097938537598,7.472131729125977,20.12694549560547,18.840375900268555,3.438169479370117,1.004603385925293
gemma3-1b-pt,alias,sub_37,3.870504379272461,-2.809823989868164,13.581918716430664,10.323984622955322,9.711414337158203,13.133808612823486,16.54450798034668,20.023427963256836,6.833093643188477,6.88961935043335,20.41501235961914,17.213603973388672,6.680328369140625,3.257934093475342
gemma3-1b-pt,alias,sub_38,3.3395462036132812,-1.694906234741211,12.526215553283691,10.3752760887146,9.18666934967041,12.07018232345581,17.323078155517578,19.64674186706543,8.136408805847168,7.576559543609619,20.66262435913086,17.95183563232422,5.034452438354492,2.150939464569092
gemma3-1b-pt,alias,sub_39,3.7027740478515625,-1.9747600555419922,13.720964908599854,12.091883659362793,10.018190860748291,14.066643714904785,16.401853561401367,20.339330673217773,6.383662700653076,6.272686958312988,20.10462760925293,18.36457061767578,5.677534103393555,1.6290812492370605
gemma3-1b-pt,alias,sub_40,3.3209609985351562,-1.416769027709961,13.07498836517334,11.688369750976562,9.754027366638184,13.105138778686523,16.96807289123535,19.793548583984375,7.214045524597168,6.688409805297852,20.289033889770508,18.376779556274414,4.737730026245117,1.3866186141967773
gemma3-1b-pt,alias,sub_41,4.5652008056640625,-1.7024974822998047,12.696980476379395,10.192397117614746,8.131779670715332,11.89489459991455,15.299324035644531,18.87128257751465,7.167544364929199,6.976387977600098,19.864524841308594,17.168785095214844,6.267698287963867,2.5045833587646484
gemma3-1b-pt,alias,sub_42,4.087026596069336,-1.4970779418945312,14.170850276947021,12.531127452850342,10.083823680877686,14.028205394744873,16.301464080810547,19.78721809387207,6.217640399932861,5.759012699127197,20.388490676879883,18.29014015197754,5.584104537963867,1.6397228240966797
gemma3-1b-pt,alias,sub_43,3.1154861450195312,-1.7352714538574219,12.068299293518066,10.223226547241211,8.952813148498535,11.958498001098633,16.780864715576172,19.378406524658203,7.828051567077637,7.41990852355957,19.896350860595703,17.64313507080078,4.850757598876953,1.8450727462768555
gemma3-1b-pt,alias,sub_44,3.266275405883789,-3.9208755493164062,12.592366695404053,9.318967819213867,9.326091289520264,13.239843368530273,16.48706817626953,19.847871780395508,7.160976886749268,6.608028411865234,19.75334358215332,15.926996231079102,7.187150955200195,3.2733988761901855
gemma3-1b-pt,alias,sub_45,4.123790740966797,-0.9734458923339844,13.340959548950195,11.641567707061768,9.217168807983398,12.615013599395752,15.999044418334961,19.350133895874023,6.7818756103515625,6.7351202964782715,20.122835159301758,18.37668800354004,5.097236633300781,1.6993918418884277
gemma3-1b-pt,alias_ctrl,sub_01,2.1539554595947266,-1.1214790344238281,12.544094562530518,11.649170875549316,10.390139102935791,12.770649909973145,17.886945724487305,19.639564514160156,7.496806621551514,6.868914604187012,20.04090118408203,18.518085479736328,3.2754344940185547,0.8949236869812012
gemma3-1b-pt,alias_ctrl,sub_02,4.135842323303223,-1.9211750030517578,12.956146240234375,10.721826553344727,8.820303916931152,12.643001556396484,15.389323234558105,18.576324462890625,6.569019317626953,5.933322906494141,19.525165557861328,16.655149459838867,6.0570173263549805,2.2343196868896484
