model,condition,sample_id,run_type,dep_str,alt_str,n_tokens,dep_id,alt_id,close_id,logit_dep,logit_alt,logit_close,LD_copy,LD_inclusion,copy_error
llama3.2-1b,alias_ctrl,sub_16,clean,query,base,59,1663,3231,60,24.43846893310547,21.165340423583984,10.088544845581055,3.2731285095214844,14.349924087524414,11.07679557800293
llama3.2-1b,alias_ctrl,sub_16,corrupted,query,base,59,1663,3231,60,22.90668296813965,23.91189956665039,10.638164520263672,-1.0052165985107422,12.268518447875977,13.273735046386719
llama3.2-1b,subscribe,sub_16,clean,query,base,52,1663,3231,60,24.99734115600586,22.464534759521484,10.256536483764648,2.532806396484375,14.740804672241211,12.207998275756836
llama3.2-1b,subscribe,sub_16,corrupted,query,base,52,1663,3231,60,24.006759643554688,23.604028701782227,10.616167068481445,0.40273094177246094,13.390592575073242,12.987861633300781
llama3.2-1b,useEffect,sub_17,clean,index,cap,42,1275,11600,60,26.834922790527344,21.637981414794922,12.211881637573242,5.196941375732422,14.623041152954102,9.42609977722168
llama3.2-1b,useEffect,sub_17,corrupted,index,cap,42,1275,11600,60,24.09223175048828,25.20063591003418,12.4434814453125,-1.1084041595458984,11.648750305175781,12.75715446472168
llama3.2-1b,useLayoutEffect,sub_17,clean,index,cap,44,1275,11600,60,26.686466217041016,21.733064651489258,12.671542167663574,4.953401565551758,14.014924049377441,9.061522483825684
llama3.2-1b,useLayoutEffect,sub_17,corrupted,index,cap,44,1275,11600,60,24.00532341003418,24.8845157623291,12.77918529510498,-0.8791923522949219,11.2261381149292,12.105330467224121
llama3.2-1b,alias,sub_17,clean,index,cap,49,1275,11600,60,26.127225875854492,22.12558937072754,11.652124404907227,4.001636505126953,14.475101470947266,10.473464965820312
llama3.2-1b,alias,sub_17,corrupted,index,cap,49,1275,11600,60,24.020397186279297,24.79048728942871,11.744878768920898,-0.7700901031494141,12.275518417358398,13.045608520507812
llama3.2-1b,alias_ctrl,sub_17,clean,index,cap,60,1275,11600,60,25.017410278320312,22.252471923828125,11.415696144104004,2.7649383544921875,13.601714134216309,10.836775779724121
llama3.2-1b,alias_ctrl,sub_17,corrupted,index,cap,60,1275,11600,60,23.572988510131836,24.02027702331543,11.571016311645508,-0.44728851318359375,12.001972198486328,12.449260711669922
llama3.2-1b,subscribe,sub_17,clean,index,cap,53,1275,11600,60,24.892789840698242,22.691850662231445,11.59666633605957,2.200939178466797,13.296123504638672,11.095184326171875
llama3.2-1b,subscribe,sub_17,corrupted,index,cap,53,1275,11600,60,23.690397262573242,23.538230895996094,11.754622459411621,0.15216636657714844,11.935774803161621,11.783608436584473
llama3.2-1b,useEffect,sub_18,clean,status,num,39,2899,2470,60,26.732786178588867,23.083885192871094,12.714679718017578,3.6489009857177734,14.018106460571289,10.369205474853516
llama3.2-1b,useEffect,sub_18,corrupted,status,num,39,2899,2470,60,23.538583755493164,26.030874252319336,13.28342056274414,-2.492290496826172,10.255163192749023,12.747453689575195
llama3.2-1b,useLayoutEffect,sub_18,clean,status,num,41,2899,2470,60,26.55913734436035,23.15040397644043,13.082923889160156,3.408733367919922,13.476213455200195,10.067480087280273
llama3.2-1b,useLayoutEffect,sub_18,corrupted,status,num,41,2899,2470,60,23.47814178466797,25.745986938476562,13.64499568939209,-2.2678451538085938,9.833146095275879,12.100991249084473
llama3.2-1b,alias,sub_18,clean,status,num,46,2899,2470,60,25.875757217407227,22.986909866333008,12.339513778686523,2.8888473510742188,13.536243438720703,10.647396087646484
llama3.2-1b,alias,sub_18,corrupted,status,num,46,2899,2470,60,23.886245727539062,25.166812896728516,12.554194450378418,-1.2805671691894531,11.332051277160645,12.612618446350098
llama3.2-1b,alias_ctrl,sub_18,clean,status,num,57,2899,2470,60,25.38103485107422,23.130571365356445,12.081382751464844,2.2504634857177734,13.299652099609375,11.049188613891602
llama3.2-1b,alias_ctrl,sub_18,corrupted,status,num,57,2899,2470,60,24.013296127319336,24.139995574951172,12.157950401306152,-0.12669944763183594,11.855345726013184,11.98204517364502
llama3.2-1b,subscribe,sub_18,clean,status,num,50,2899,2470,60,25.617238998413086,23.58697509765625,12.262100219726562,2.030263900756836,13.355138778686523,11.324874877929688
llama3.2-1b,subscribe,sub_18,corrupted,status,num,50,2899,2470,60,24.59992027282715,24.207487106323242,12.439164161682129,0.39243316650390625,12.16075611114502,11.768322944641113
llama3.2-1b,useEffect,sub_19,clean,tag,len,42,4681,2963,60,27.195070266723633,21.920040130615234,12.154919624328613,5.275030136108398,15.04015064239502,9.765120506286621
llama3.2-1b,useEffect,sub_19,corrupted,tag,len,42,4681,2963,60,24.662776947021484,25.388492584228516,12.727903366088867,-0.7257156372070312,11.934873580932617,12.660589218139648
llama3.2-1b,useLayoutEffect,sub_19,clean,tag,len,44,4681,2963,60,27.08976173400879,22.046659469604492,12.420555114746094,5.043102264404297,14.669206619262695,9.626104354858398
llama3.2-1b,useLayoutEffect,sub_19,corrupted,tag,len,44,4681,2963,60,24.50773811340332,24.86483383178711,12.81682300567627,-0.35709571838378906,11.69091510772705,12.04801082611084
llama3.2-1b,alias,sub_19,clean,tag,len,49,4681,2963,60,26.584732055664062,22.260908126831055,11.966946601867676,4.323823928833008,14.617785453796387,10.293961524963379
llama3.2-1b,alias,sub_19,corrupted,tag,len,49,4681,2963,60,24.51540756225586,24.798494338989258,12.213759422302246,-0.28308677673339844,12.301648139953613,12.584734916687012
llama3.2-1b,alias_ctrl,sub_19,clean,tag,len,60,4681,2963,60,26.01129913330078,22.546249389648438,11.616949081420898,3.4650497436523438,14.394350051879883,10.929300308227539
llama3.2-1b,alias_ctrl,sub_19,corrupted,tag,len,60,4681,2963,60,24.225765228271484,24.1138858795166,11.746050834655762,0.11187934875488281,12.479714393615723,12.36783504486084
llama3.2-1b,subscribe,sub_19,clean,tag,len,53,4681,2963,60,25.910329818725586,23.061792373657227,11.609354019165039,2.8485374450683594,14.300975799560547,11.452438354492188
llama3.2-1b,subscribe,sub_19,corrupted,tag,len,53,4681,2963,60,24.738937377929688,24.111804962158203,11.813074111938477,0.6271324157714844,12.925863265991211,12.298730850219727
llama3.2-1b,useEffect,sub_20,clean,title,val,40,2150,838,60,26.055944442749023,22.767614364624023,12.768135070800781,3.288330078125,13.287809371948242,9.999479293823242
llama3.2-1b,useEffect,sub_20,corrupted,title,val,40,2150,838,60,22.172344207763672,25.69695281982422,13.49765396118164,-3.524608612060547,8.674690246582031,12.199298858642578
llama3.2-1b,useLayoutEffect,sub_20,clean,title,val,42,2150,838,60,25.8250789642334,22.89419174194336,13.118308067321777,2.930887222290039,12.706770896911621,9.775883674621582
llama3.2-1b,useLayoutEffect,sub_20,corrupted,title,val,42,2150,838,60,22.087932586669922,25.397674560546875,13.660475730895996,-3.309741973876953,8.427456855773926,11.737198829650879
llama3.2-1b,alias,sub_20,clean,title,val,47,2150,838,60,25.169004440307617,22.793657302856445,12.645626068115234,2.375347137451172,12.523378372192383,10.148031234741211
llama3.2-1b,alias,sub_20,corrupted,title,val,47,2150,838,60,22.840351104736328,25.31049919128418,13.012760162353516,-2.4701480865478516,9.827590942382812,12.297739028930664
llama3.2-1b,alias_ctrl,sub_20,clean,title,val,58,2150,838,60,24.02243995666504,23.0467472076416,11.777183532714844,0.9756927490234375,12.245256423950195,11.269563674926758
llama3.2-1b,alias_ctrl,sub_20,corrupted,title,val,58,2150,838,60,22.630281448364258,24.400232315063477,12.008008003234863,-1.7699508666992188,10.622273445129395,12.392224311828613
llama3.2-1b,subscribe,sub_20,clean,title,val,51,2150,838,60,24.08121681213379,23.70322608947754,11.926705360412598,0.37799072265625,12.154511451721191,11.776520729064941
llama3.2-1b,subscribe,sub_20,corrupted,title,val,51,2150,838,60,23.368253707885742,24.43392562866211,12.035759925842285,-1.0656719207763672,11.332493782043457,12.398165702819824
llama3.2-1b,useEffect,sub_21,clean,color,max,41,3506,2880,60,25.93229103088379,19.049943923950195,11.041519165039062,6.882347106933594,14.890771865844727,8.008424758911133
llama3.2-1b,useEffect,sub_21,corrupted,color,max,41,3506,2880,60,22.65182876586914,24.378459930419922,12.146488189697266,-1.7266311645507812,10.505340576171875,12.231971740722656
llama3.2-1b,useLayoutEffect,sub_21,clean,color,max,43,3506,2880,60,25.746498107910156,19.20810317993164,11.359085083007812,6.538394927978516,14.387413024902344,7.849018096923828
llama3.2-1b,useLayoutEffect,sub_21,corrupted,color,max,43,3506,2880,60,22.552860260009766,24.070653915405273,12.16919994354248,-1.5177936553955078,10.383660316467285,11.901453971862793
llama3.2-1b,alias,sub_21,clean,color,max,48,3506,2880,60,24.768463134765625,20.574403762817383,10.841229438781738,4.194059371948242,13.927233695983887,9.733174324035645
llama3.2-1b,alias,sub_21,corrupted,color,max,48,3506,2880,60,22.765708923339844,24.241680145263672,11.717368125915527,-1.4759712219238281,11.048340797424316,12.524312019348145
llama3.2-1b,alias_ctrl,sub_21,clean,color,max,59,3506,2880,60,23.756563186645508,20.01907730102539,10.347969055175781,3.737485885620117,13.408594131469727,9.67110824584961
llama3.2-1b,alias_ctrl,sub_21,corrupted,color,max,59,3506,2880,60,22.294565200805664,22.733558654785156,10.83745288848877,-0.4389934539794922,11.457112312316895,11.896105766296387
llama3.2-1b,subscribe,sub_21,clean,color,max,52,3506,2880,60,24.024581909179688,20.464237213134766,10.69256591796875,3.560344696044922,13.332015991210938,9.771671295166016
llama3.2-1b,subscribe,sub_21,corrupted,color,max,52,3506,2880,60,23.10064125061035,22.805471420288086,11.045767784118652,0.2951698303222656,12.0548734664917,11.759703636169434
llama3.2-1b,useEffect,sub_22,clean,flag,ref,40,10104,1116,60,27.322710037231445,23.852676391601562,13.10499095916748,3.470033645629883,14.217719078063965,10.747685432434082
llama3.2-1b,useEffect,sub_22,corrupted,flag,ref,40,10104,1116,60,25.49463653564453,26.709274291992188,13.674187660217285,-1.2146377563476562,11.820448875427246,13.035086631774902
llama3.2-1b,useLayoutEffect,sub_22,clean,flag,ref,42,10104,1116,60,27.28913116455078,23.9195613861084,13.591364860534668,3.369569778442383,13.697766304016113,10.32819652557373
llama3.2-1b,useLayoutEffect,sub_22,corrupted,flag,ref,42,10104,1116,60,25.458486557006836,26.632394790649414,14.041147232055664,-1.1739082336425781,11.417339324951172,12.59124755859375
llama3.2-1b,alias,sub_22,clean,flag,ref,47,10104,1116,60,26.169479370117188,24.31473731994629,12.452722549438477,1.8547420501708984,13.716756820678711,11.862014770507812
llama3.2-1b,alias,sub_22,corrupted,flag,ref,47,10104,1116,60,25.129642486572266,25.744226455688477,12.78586196899414,-0.6145839691162109,12.343780517578125,12.958364486694336
llama3.2-1b,alias_ctrl,sub_22,clean,flag,ref,58,10104,1116,60,25.63755989074707,23.505023956298828,12.234509468078613,2.132535934448242,13.403050422668457,11.270514488220215
llama3.2-1b,alias_ctrl,sub_22,corrupted,flag,ref,58,10104,1116,60,25.278066635131836,24.60788917541504,12.407806396484375,0.6701774597167969,12.870260238647461,12.200082778930664
llama3.2-1b,subscribe,sub_22,clean,flag,ref,51,10104,1116,60,25.60344696044922,23.494840621948242,12.190018653869629,2.1086063385009766,13.41342830657959,11.304821968078613
llama3.2-1b,subscribe,sub_22,corrupted,flag,ref,51,10104,1116,60,25.45705223083496,24.107877731323242,12.349254608154297,1.3491744995117188,13.107797622680664,11.758623123168945
llama3.2-1b,useEffect,sub_23,clean,text,min,41,1342,1083,60,26.11579132080078,21.20938491821289,11.499953269958496,4.906406402587891,14.615838050842285,9.709431648254395
llama3.2-1b,useEffect,sub_23,corrupted,text,min,41,1342,1083,60,22.000690460205078,24.20798110961914,12.440372467041016,-2.2072906494140625,9.560317993164062,11.767608642578125
llama3.2-1b,useLayoutEffect,sub_23,clean,text,min,43,1342,1083,60,25.822233200073242,21.365222930908203,11.97506332397461,4.457010269165039,13.847169876098633,9.390159606933594
llama3.2-1b,useLayoutEffect,sub_23,corrupted,text,min,43,1342,1083,60,21.919675827026367,23.58934211730957,12.406336784362793,-1.6696662902832031,9.513339042663574,11.183005332946777
llama3.2-1b,alias,sub_23,clean,text,min,48,1342,1083,60,25.359712600708008,22.060148239135742,11.416921615600586,3.2995643615722656,13.942790985107422,10.643226623535156
llama3.2-1b,alias,sub_23,corrupted,text,min,48,1342,1083,60,22.517528533935547,24.20240020751953,11.962591171264648,-1.6848716735839844,10.554937362670898,12.239809036254883
llama3.2-1b,alias_ctrl,sub_23,clean,text,min,59,1342,1083,60,23.907533645629883,21.387895584106445,10.626908302307129,2.5196380615234375,13.280625343322754,10.760987281799316
llama3.2-1b,alias_ctrl,sub_23,corrupted,text,min,59,1342,1083,60,21.603233337402344,22.84682846069336,10.890924453735352,-1.2435951232910156,10.712308883666992,11.955904006958008
llama3.2-1b,subscribe,sub_23,clean,text,min,52,1342,1083,60,24.050151824951172,22.232736587524414,10.904431343078613,1.8174152374267578,13.145720481872559,11.3283052444458
llama3.2-1b,subscribe,sub_23,corrupted,text,min,52,1342,1083,60,22.569717407226562,23.2293701171875,11.075392723083496,-0.6596527099609375,11.494324684143066,12.153977394104004
llama3.2-1b,useEffect,sub_24,clean,id,cap,40,307,11600,60,25.46341896057129,20.57949447631836,11.84817123413086,4.88392448425293,13.61524772644043,8.7313232421875
llama3.2-1b,useEffect,sub_24,corrupted,id,cap,40,307,11600,60,22.668445587158203,24.551422119140625,11.922989845275879,-1.8829765319824219,10.745455741882324,12.628432273864746
llama3.2-1b,useLayoutEffect,sub_24,clean,id,cap,42,307,11600,60,25.303211212158203,20.56553077697754,12.164907455444336,4.737680435180664,13.138303756713867,8.400623321533203
llama3.2-1b,useLayoutEffect,sub_24,corrupted,id,cap,42,307,11600,60,22.435483932495117,24.340171813964844,12.180303573608398,-1.9046878814697266,10.255180358886719,12.159868240356445
llama3.2-1b,alias,sub_24,clean,id,cap,47,307,11600,60,25.03703498840332,21.339000701904297,11.569676399230957,3.6980342864990234,13.467358589172363,9.76932430267334
llama3.2-1b,alias,sub_24,corrupted,id,cap,47,307,11600,60,22.97266387939453,24.491073608398438,11.601758003234863,-1.5184097290039062,11.370905876159668,12.889315605163574
llama3.2-1b,alias_ctrl,sub_24,clean,id,cap,58,307,11600,60,23.836437225341797,20.933773040771484,10.875741958618164,2.9026641845703125,12.960695266723633,10.05803108215332
llama3.2-1b,alias_ctrl,sub_24,corrupted,id,cap,58,307,11600,60,22.272716522216797,23.33249855041504,11.027331352233887,-1.0597820281982422,11.24538516998291,12.305167198181152
llama3.2-1b,subscribe,sub_24,clean,id,cap,51,307,11600,60,23.75348472595215,21.222715377807617,11.06887435913086,2.5307693481445312,12.684610366821289,10.153841018676758
llama3.2-1b,subscribe,sub_24,corrupted,id,cap,51,307,11600,60,22.73773956298828,23.138362884521484,11.389463424682617,-0.4006233215332031,11.348276138305664,11.748899459838867
llama3.2-1b,useEffect,sub_25,clean,key,len,42,798,2963,60,26.69997215270996,23.26186180114746,11.90068244934082,3.4381103515625,14.79928970336914,11.36117935180664
llama3.2-1b,useEffect,sub_25,corrupted,key,len,42,798,2963,60,23.945497512817383,25.685152053833008,12.694204330444336,-1.739654541015625,11.251293182373047,12.990947723388672
llama3.2-1b,useLayoutEffect,sub_25,clean,key,len,44,798,2963,60,26.485139846801758,23.18203353881836,12.20273208618164,3.3031063079833984,14.282407760620117,10.979301452636719
llama3.2-1b,useLayoutEffect,sub_25,corrupted,key,len,44,798,2963,60,23.78192138671875,25.343116760253906,12.808151245117188,-1.5611953735351562,10.973770141601562,12.534965515136719
llama3.2-1b,alias,sub_25,clean,key,len,49,798,2963,60,25.84273338317871,23.070661544799805,11.416720390319824,2.7720718383789062,14.426012992858887,11.65394115447998
llama3.2-1b,alias,sub_25,corrupted,key,len,49,798,2963,60,23.596872329711914,25.22620964050293,11.931966781616211,-1.6293373107910156,11.664905548095703,13.294242858886719
llama3.2-1b,alias_ctrl,sub_25,clean,key,len,60,798,2963,60,24.893510818481445,23.0426025390625,11.122965812683105,1.8509082794189453,13.77054500579834,11.919636726379395
llama3.2-1b,alias_ctrl,sub_25,corrupted,key,len,60,798,2963,60,23.09648323059082,24.481822967529297,11.494277954101562,-1.3853397369384766,11.602205276489258,12.987545013427734
llama3.2-1b,subscribe,sub_25,clean,key,len,53,798,2963,60,24.638486862182617,23.11410140991211,11.249305725097656,1.5243854522705078,13.389181137084961,11.864795684814453
llama3.2-1b,subscribe,sub_25,corrupted,key,len,53,798,2963,60,23.743812561035156,24.27972412109375,11.55516529083252,-0.5359115600585938,12.188647270202637,12.72455883026123
llama3.2-1b,useEffect,sub_26,clean,name,val,41,609,838,60,25.757349014282227,23.108274459838867,12.818055152893066,2.6490745544433594,12.93929386138916,10.2902193069458
llama3.2-1b,useEffect,sub_26,corrupted,name,val,41,609,838,60,22.70378875732422,26.108850479125977,13.471135139465332,-3.405061721801758,9.232653617858887,12.637715339660645
llama3.2-1b,useLayoutEffect,sub_26,clean,name,val,43,609,838,60,25.55287742614746,23.075963973999023,13.166431427001953,2.4769134521484375,12.386445999145508,9.90953254699707
llama3.2-1b,useLayoutEffect,sub_26,corrupted,name,val,43,609,838,60,22.55064582824707,25.885929107666016,13.77218246459961,-3.3352832794189453,8.778463363647461,12.113746643066406
llama3.2-1b,alias,sub_26,clean,name,val,48,609,838,60,25.40250015258789,23.211685180664062,12.494025230407715,2.190814971923828,12.908474922180176,10.717659950256348
llama3.2-1b,alias,sub_26,corrupted,name,val,48,609,838,60,22.574811935424805,26.025636672973633,12.945121765136719,-3.450824737548828,9.629690170288086,13.080514907836914
llama3.2-1b,alias_ctrl,sub_26,clean,name,val,59,609,838,60,24.581350326538086,23.345184326171875,11.920130729675293,1.236166000366211,12.661219596862793,11.425053596496582
llama3.2-1b,alias_ctrl,sub_26,corrupted,name,val,59,609,838,60,22.600801467895508,25.33891487121582,12.210626602172852,-2.7381134033203125,10.390174865722656,13.128288269042969
llama3.2-1b,subscribe,sub_26,clean,name,val,52,609,838,60,24.455821990966797,23.87444305419922,12.03894329071045,0.5813789367675781,12.416878700256348,11.83549976348877
llama3.2-1b,subscribe,sub_26,corrupted,name,val,52,609,838,60,23.35067367553711,25.196496963500977,12.15277099609375,-1.8458232879638672,11.19790267944336,13.043725967407227
llama3.2-1b,useEffect,sub_27,clean,count,max,41,1868,2880,60,27.684982299804688,22.831636428833008,11.976737976074219,4.85334587097168,15.708244323730469,10.854898452758789
llama3.2-1b,useEffect,sub_27,corrupted,count,max,41,1868,2880,60,23.987089157104492,25.95245361328125,13.624600410461426,-1.9653644561767578,10.362488746643066,12.327853202819824
llama3.2-1b,useLayoutEffect,sub_27,clean,count,max,43,1868,2880,60,27.461740493774414,23.048686981201172,12.541358947753906,4.413053512573242,14.920381546020508,10.507328033447266
llama3.2-1b,useLayoutEffect,sub_27,corrupted,count,max,43,1868,2880,60,23.841163635253906,25.638818740844727,13.800615310668945,-1.7976551055908203,10.040548324584961,11.838203430175781
llama3.2-1b,alias,sub_27,clean,count,max,48,1868,2880,60,26.408714294433594,23.27399253845215,11.534895896911621,3.1347217559814453,14.873818397521973,11.739096641540527
llama3.2-1b,alias,sub_27,corrupted,count,max,48,1868,2880,60,23.429092407226562,25.557950973510742,12.830709457397461,-2.1288585662841797,10.598382949829102,12.727241516113281
llama3.2-1b,alias_ctrl,sub_27,clean,count,max,59,1868,2880,60,25.540119171142578,22.472721099853516,11.352100372314453,3.0673980712890625,14.188018798828125,11.120620727539062
llama3.2-1b,alias_ctrl,sub_27,corrupted,count,max,59,1868,2880,60,23.885427474975586,24.540367126464844,12.206201553344727,-0.6549396514892578,11.67922592163086,12.334165573120117
llama3.2-1b,subscribe,sub_27,clean,count,max,52,1868,2880,60,25.596040725708008,22.808401107788086,11.598881721496582,2.787639617919922,13.997159004211426,11.209519386291504
llama3.2-1b,subscribe,sub_27,corrupted,count,max,52,1868,2880,60,24.567493438720703,24.590892791748047,12.336762428283691,-0.02339935302734375,12.230731010437012,12.254130363464355
llama3.2-1b,useEffect,sub_28,clean,mode,num,40,8684,2470,60,26.958696365356445,23.175500869750977,12.841991424560547,3.7831954956054688,14.116704940795898,10.33350944519043
llama3.2-1b,useEffect,sub_28,corrupted,mode,num,40,8684,2470,60,24.247875213623047,26.088272094726562,13.179576873779297,-1.8403968811035156,11.06829833984375,12.908695220947266
llama3.2-1b,useLayoutEffect,sub_28,clean,mode,num,42,8684,2470,60,26.963211059570312,23.40673828125,13.265795707702637,3.5564727783203125,13.697415351867676,10.140942573547363
llama3.2-1b,useLayoutEffect,sub_28,corrupted,mode,num,42,8684,2470,60,24.397924423217773,25.988256454467773,13.623237609863281,-1.59033203125,10.774686813354492,12.365018844604492
llama3.2-1b,alias,sub_28,clean,mode,num,47,8684,2470,60,25.87505340576172,22.966716766357422,12.329032897949219,2.908336639404297,13.5460205078125,10.637683868408203
llama3.2-1b,alias,sub_28,corrupted,mode,num,47,8684,2470,60,24.05604362487793,25.29677391052246,12.487871170043945,-1.2407302856445312,11.568172454833984,12.808902740478516
llama3.2-1b,alias_ctrl,sub_28,clean,mode,num,58,8684,2470,60,25.486053466796875,23.334630966186523,12.210373878479004,2.1514225006103516,13.275679588317871,11.12425708770752
llama3.2-1b,alias_ctrl,sub_28,corrupted,mode,num,58,8684,2470,60,24.362621307373047,24.493122100830078,12.221656799316406,-0.13050079345703125,12.14096450805664,12.271465301513672
llama3.2-1b,subscribe,sub_28,clean,mode,num,51,8684,2470,60,25.417652130126953,23.601396560668945,12.18401050567627,1.8162555694580078,13.233641624450684,11.417386054992676
llama3.2-1b,subscribe,sub_28,corrupted,mode,num,51,8684,2470,60,24.555906295776367,24.308395385742188,12.270751953125,0.2475109100341797,12.285154342651367,12.037643432617188
llama3.2-1b,useEffect,sub_29,clean,flag,base,40,10104,3231,60,27.160985946655273,23.214111328125,12.419707298278809,3.9468746185302734,14.741278648376465,10.794404029846191
llama3.2-1b,useEffect,sub_29,corrupted,flag,base,40,10104,3231,60,25.169025421142578,25.969785690307617,13.102604866027832,-0.8007602691650391,12.066420555114746,12.867180824279785
llama3.2-1b,useLayoutEffect,sub_29,clean,flag,base,42,10104,3231,60,27.147602081298828,23.401165008544922,12.955963134765625,3.7464370727539062,14.191638946533203,10.445201873779297
llama3.2-1b,useLayoutEffect,sub_29,corrupted,flag,base,42,10104,3231,60,25.248004913330078,26.107898712158203,13.44064712524414,-0.859893798828125,11.807357788085938,12.667251586914062
llama3.2-1b,alias,sub_29,clean,flag,base,47,10104,3231,60,26.014440536499023,24.152090072631836,11.903489112854004,1.8623504638671875,14.11095142364502,12.248600959777832
llama3.2-1b,alias,sub_29,corrupted,flag,base,47,10104,3231,60,24.90665626525879,25.17308235168457,12.449666976928711,-0.26642608642578125,12.456989288330078,12.72341537475586
llama3.2-1b,alias_ctrl,sub_29,clean,flag,base,58,10104,3231,60,25.47996711730957,23.959712982177734,11.563220024108887,1.520254135131836,13.916747093200684,12.396492958068848
llama3.2-1b,alias_ctrl,sub_29,corrupted,flag,base,58,10104,3231,60,24.7911376953125,24.270559310913086,11.89116096496582,0.5205783843994141,12.89997673034668,12.379398345947266
llama3.2-1b,subscribe,sub_29,clean,flag,base,51,10104,3231,60,25.48114013671875,24.163644790649414,11.591519355773926,1.317495346069336,13.889620780944824,12.572125434875488
llama3.2-1b,subscribe,sub_29,corrupted,flag,base,51,10104,3231,60,24.944028854370117,23.980087280273438,11.887742042541504,0.9639415740966797,13.056286811828613,12.092345237731934
llama3.2-1b,useEffect,sub_30,clean,status,ref,39,2899,1116,60,26.617923736572266,22.868709564208984,12.601570129394531,3.7492141723632812,14.016353607177734,10.267139434814453
llama3.2-1b,useEffect,sub_30,corrupted,status,ref,39,2899,1116,60,24.297029495239258,26.03255271911621,13.143213272094727,-1.7355232238769531,11.153816223144531,12.889339447021484
llama3.2-1b,useLayoutEffect,sub_30,clean,status,ref,41,2899,1116,60,26.370582580566406,22.957805633544922,12.978232383728027,3.4127769470214844,13.392350196838379,9.979573249816895
llama3.2-1b,useLayoutEffect,sub_30,corrupted,status,ref,41,2899,1116,60,24.07066535949707,25.72970199584961,13.49406623840332,-1.659036636352539,10.57659912109375,12.235635757446289
llama3.2-1b,alias,sub_30,clean,status,ref,46,2899,1116,60,25.60422134399414,22.655981063842773,12.131391525268555,2.948240280151367,13.472829818725586,10.524589538574219
llama3.2-1b,alias,sub_30,corrupted,status,ref,46,2899,1116,60,24.27488899230957,25.00332260131836,12.47333812713623,-0.7284336090087891,11.80155086517334,12.529984474182129
llama3.2-1b,alias_ctrl,sub_30,clean,status,ref,57,2899,1116,60,25.25827980041504,22.20511817932129,11.876059532165527,3.05316162109375,13.382220268249512,10.329058647155762
llama3.2-1b,alias_ctrl,sub_30,corrupted,status,ref,57,2899,1116,60,24.239826202392578,23.9785213470459,11.94756031036377,0.2613048553466797,12.292265892028809,12.030961036682129
llama3.2-1b,subscribe,sub_30,clean,status,ref,50,2899,1116,60,25.370073318481445,22.577627182006836,12.036311149597168,2.7924461364746094,13.333762168884277,10.541316032409668
llama3.2-1b,subscribe,sub_30,corrupted,status,ref,50,2899,1116,60,24.386070251464844,23.56629753112793,12.049708366394043,0.8197727203369141,12.3363618850708,11.516589164733887
llama3.2-1b,useEffect,sub_31,clean,text,cap,41,1342,11600,60,25.52663230895996,20.498682022094727,11.84632682800293,5.027950286865234,13.680305480957031,8.652355194091797
llama3.2-1b,useEffect,sub_31,corrupted,text,cap,41,1342,11600,60,21.696290969848633,24.742279052734375,12.0844144821167,-3.045988082885742,9.611876487731934,12.657864570617676
llama3.2-1b,useLayoutEffect,sub_31,clean,text,cap,43,1342,11600,60,25.27410125732422,20.604955673217773,12.204051971435547,4.669145584106445,13.070049285888672,8.400903701782227
llama3.2-1b,useLayoutEffect,sub_31,corrupted,text,cap,43,1342,11600,60,21.584436416625977,24.33151626586914,12.324158668518066,-2.747079849243164,9.26027774810791,12.007357597351074
llama3.2-1b,alias,sub_31,clean,text,cap,48,1342,11600,60,24.39307975769043,21.515613555908203,11.593088150024414,2.8774662017822266,12.799991607666016,9.922525405883789
llama3.2-1b,alias,sub_31,corrupted,text,cap,48,1342,11600,60,22.178407669067383,24.36288070678711,11.639860153198242,-2.1844730377197266,10.53854751586914,12.723020553588867
llama3.2-1b,alias_ctrl,sub_31,clean,text,cap,59,1342,11600,60,23.308055877685547,20.755521774291992,10.931487083435059,2.5525341033935547,12.376568794250488,9.824034690856934
llama3.2-1b,alias_ctrl,sub_31,corrupted,text,cap,59,1342,11600,60,21.893138885498047,22.698375701904297,10.78274917602539,-0.80523681640625,11.110389709472656,11.915626525878906
llama3.2-1b,subscribe,sub_31,clean,text,cap,52,1342,11600,60,23.529592514038086,21.66083335876465,11.022387504577637,1.8687591552734375,12.50720500946045,10.638445854187012
llama3.2-1b,subscribe,sub_31,corrupted,text,cap,52,1342,11600,60,22.955974578857422,21.980411529541016,10.761775016784668,0.9755630493164062,12.194199562072754,11.218636512756348
llama3.2-1b,useEffect,sub_32,clean,page,min,41,2964,1083,60,26.255950927734375,21.343740463256836,11.722289085388184,4.912210464477539,14.533661842346191,9.621451377868652
llama3.2-1b,useEffect,sub_32,corrupted,page,min,41,2964,1083,60,24.10146141052246,24.18377113342285,12.407990455627441,-0.08230972290039062,11.69347095489502,11.77578067779541
llama3.2-1b,useLayoutEffect,sub_32,clean,page,min,43,2964,1083,60,25.964265823364258,21.333234786987305,12.03703784942627,4.631031036376953,13.927227973937988,9.296196937561035
llama3.2-1b,useLayoutEffect,sub_32,corrupted,page,min,43,2964,1083,60,23.82581901550293,23.611867904663086,12.484238624572754,0.21395111083984375,11.341580390930176,11.127629280090332
llama3.2-1b,alias,sub_32,clean,page,min,48,2964,1083,60,25.722488403320312,22.32693099975586,11.60130500793457,3.395557403564453,14.121183395385742,10.725625991821289
